ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf.length,leaflet.length,number.of.leaflets,country,province.state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note
234,2351654,1959,North America,island,other,Jamaica,,,2,20.995,5.213,16,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,Smithsonian,14-Jun-59,"Ellis, J.; Miller, K.",8235,,1 leaf down the flower
235,09.17.26 89,1897,North America,island,other,,,,1,25.146,6.346,16,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,,,
236,09.17.26 89,1897,North America,island,other,,,,2,20.951,4.724,16,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,,,leaf at third node 
237,09.17.26 89,1897,North America,island,other,,,,3,16.781,4.322,16,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,,,leaf at first node 
238,09.20.52 127,NA,North America,island,other,,,,1,23.395,7.02,14,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,,,,
239,09.20.52 127,NA,North America,island,other,,,,2,25.221,7.581,14,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,,,,"leaft at first node, no other leaves"
240,09.21.16 132,NA,North America,island,other,,,,1,12.715,3.252,,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,Nathaniel Thayer Kidder,,,can't count all leaflets
241,09.21.16 132,NA,North America,island,other,,,,2,16.844,4.877,,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,Nathaniel Thayer Kidder,,,can't count all leaflets
242,09.21.16 132,NA,North America,island,other,,,,3,15.414,4.738,16,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,,Nathaniel Thayer Kidder,,,
243,68A,1963,North America,island,other,,,,1,26.754,7.636,14,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,,
244,68A,1963,North America,island,other,,,,2,24.446,5.281,14,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,,
245,68A,1963,North America,island,other,,,,3,20.901,6.017,12,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus ",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,,
246,849725,1877,North America,island,other,Martinique,,,1,27.524,8.691,12,Martinique,,,14.671124,-61.022058,21.2535,Smithsonian,1877,"Duss, Père A.",1815,,
247,849725,1877,North America,island,other,Martinique,,,2,25.087,9.175,12,Martinique,,,14.671124,-61.022058,21.2535,Smithsonian,1877,"Duss, Père A.",1815,,
248,44,1888,North America,mainland,other,,,,1,13.919,5.766,10,Mexico,Oaxaca,,NA,NA,18.2571,HUH,,Ed. Seler,44,,
249,44,1888,North America,mainland,other,,,,2,13.028,4.858,12,Mexico,Oaxaca,,NA,NA,18.2571,HUH,,Ed. Seler,44,,
250,44,1888,North America,mainland,other,,,,3,16.588,5.859,12,Mexico,Oaxaca,,NA,NA,18.2571,HUH,,Ed. Seler,44,,
251,66,1998,North America,mainland,other,,,,1,15.598,5.705,10,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,,
252,66,1998,North America,mainland,other,,,,2,10.51,4.726,10,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,,
253,66,1998,North America,mainland,other,,,,3,16.058,4.777,12,Mexico,Oaxaca,Tehuantepec ,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,,
254,106,1938,North America,mainland,other,,,,1,44.627,11.95,10,Mexico,Oaxaca,"Teotitlán del Camino, district of Teotitlán",18.1191016,-97.1042685,18.2528,HUH,7-Jul,"Richard Evans Schultes, Blas, Pablo Reko",106,,
255,141,1898,North America,mainland,other,,,,1,32.958,9.867,12,Mexico,Michoacán or Guerrero,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,HUH,5-May,,141,"Can't find location, coordiantes for Mexico for now",leaf at first node
256,141,1898,North America,mainland,other,,,,2,30.78,11.108,12,Mexico,Michoacán or Guerrero,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,HUH,5-May,,141,"Can't find location, coordiantes for Mexico for now",
257,200,1993,North America,island,other,The Revillagigedo Islands,,,1,35.908,8.569,16,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,,
258,200,1993,North America,island,other,The Revillagigedo Islands,,,2,32.088,9.452,16,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,,
259,200,1993,North America,island,other,The Revillagigedo Islands,,,3,41.615,11.663,16,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,,
260,454,1894,North America,mainland,other,,,,1,15.762,5.611,12,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,,
261,454,1894,North America,mainland,other,,,,2,27.144,8.19,12,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,,
262,454,1894,North America,mainland,other,,,,3,19.382,6.885,12,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,,
263,474,1940,North America,mainland,other,,,,1,14.619,5.184,9,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,
264,474,1940,North America,mainland,other,,,,2,47.43,11.659,12,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,
265,474,1940,North America,mainland,other,,,,3,47.735,11.375,12,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,
266,493,1985,North America,mainland,other,,,,1,21.475,6.811,10,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,,
267,493,1985,North America,mainland,other,,,,2,34.41,9.815,12,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,,
268,493,1985,North America,mainland,other,,,,3,26.778,7.474,11,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,,
269,497,1940,North America,mainland,other,,,,1,59.919,10.2,14,Mexico,Michoacán,1 mile S of Apatzingán,19.088949,-102.3488565,18.2524,HUH,6-Aug,WM.C Leavenworth,497,Coordinates for Apatzingán,"unsure of where flower was attached to stem, measuring close leaf"
270,520,1895,North America,mainland,other,,,,1,19.159,8.594,9,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,,G.F Gaumer,520,Coordinates for state,
271,520,1895,North America,mainland,other,,,,2,43.594,12.995,14,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,,G.F Gaumer,520,Coordinates for state,
272,782,NA,North America,mainland,other,,,,1,15.299,4.827,14,Mexico,,,23.5540767,-102.6205,18.2528,HUH,,Collegii S.S. Trin,782,No specified location,leaf at first node
273,978,NA,North America,mainland,other,,,,1,14.255,4.984,12,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
274,978,NA,North America,mainland,other,,,,2,25.372,9.555,12,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
275,978,NA,North America,mainland,other,,,,3,16.804,5.373,12,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
276,1258,1901,North America,mainland,other,,,,1,30.833,10.034,12,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now","leaf at third node, difficult to see stem end "
277,1258,1901,North America,mainland,other,,,,2,28.613,10.045,12,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",
278,1258,1901,North America,mainland,other,,,,3,24.973,7.853,12,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",
279,1318,1963,North America,mainland,other,,,,1,21.517,5.429,,Mexico,Guerrero ,Upper part of canon del Zopilote between Kms 229 and 230 on Mexico City- Acapulco toll road,17.933333,-99.6,18.2528,HUH,13-Dec,Duncan M. Porter,1318,"Not sure how to gauge location for this given it’s a toll road with specific km checkpoints and ""canon del Zopilote"" is variable (coordinates for Canon del Zopilte but has few locations locations in google earth)",can't count all leaflets
280,1343,1963,North America,mainland,other,,,,1,10.073,5.738,6,Mexico,Guerrero,"Acapulco: in sidewalk on main drive along beaches, near entrance to city",16.8354604,-99.8623086,18.2528,HUH,15-Dec,Duncan M. Porter,,Coordinates for Acapulco,
281,1370,1963,North America,mainland,other,,,,1,17.596,6.716,12,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano ,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,,Coordinates for Arcelia,
282,1370,1963,North America,mainland,other,,,,2,22.281,,12,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano ,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,,Coordinates for Arcelia,"can't measure leaflet, no full ones, been fed on by insects "
283,1419,1963,North America,mainland,other,,,,1,38.854,11.725,14,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,leaf at first node
284,1419,1963,North America,mainland,other,,,,2,33.962,9.289,14,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,leaf at first node
285,1419,1963,North America,mainland,other,,,,3,8.642,4.731,4,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,"leaf at first node- very small compared to surrounding leaves (not very representative,), but no leaf at second or third node"
286,1423,1963,North America,mainland,other,,,,1,,8.458,13,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,"leaf at first node, can't see stem end"
287,1423,1963,North America,mainland,other,,,,2,28.639,8.713,14,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,
288,1428,1963,North America,mainland,other,,,,1,21.728,6.544,11,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,,Coordinates for Apatzingán,
289,1428,1963,North America,mainland,other,,,,3,26.667,9.436,11,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,,Coordinates for Apatzingán,leaf at first node 
290,1432,1963,North America,mainland,other,,,,1,19.095,5.338,14,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,
291,1432,1963,North America,mainland,other,,,,2,36.197,9.383,14,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,
292,1442,1963,North America,mainland,other,,,,1,12.874,4.765,12,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,leaf at first node
293,1442,1963,North America,mainland,other,,,,2,11.179,4.605,11,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,
294,1442,1963,North America,mainland,other,,,,3,10.283,3.216,10,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,
295,1444,1963,North America,mainland,other,,,,1,15.513,6.563,14,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,,Coordinates for Zapatepec,leaf at third node
296,1444,1963,North America,mainland,other,,,,2,15.513,6.563,14,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,,Coordinates for Zapatepec,same leaf as above
297,1448,1964,North America,mainland,other,,,,1,12.232,3.807,9,Mexico,Puebla,"Edge of highway, 5 miles NW of Tehuacán toward Puebla",18.4621943,-97.4087138,18.2528,HUH,1-Jan,Duncan M. Porter,,Coordiantes for Tehuacán,
298,1453,1964,North America,mainland,other,,,,1,13.997,5.569,12,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,,,leaf at first node
299,1453,1964,North America,mainland,other,,,,2,13.256,4.43,12,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,,,leaf at first node
300,1455,1964,North America,mainland,other,,,,1,10.918,4.288,12,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
301,1455,1964,North America,mainland,other,,,,2,10.354,4.448,10,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
302,1455,1964,North America,mainland,other,,,,3,12.062,5.721,12,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
303,1458,1964,North America,mainland,other,,,,1,13.736,5.076,12,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates estimated based on location description ,
304,1458,1964,North America,mainland,other,,,,2,14.48,5.653,12,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates estimated based on location description ,leaf at third node
305,1459,1964,North America,mainland,other,,,,1,8.36,3.923,10,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates for Yautepec,Leaf at third node
306,1459,1964,North America,mainland,other,,,,2,,3.906,10,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates for Yautepec,can't see stem (on any leaves from nodes 1-3)
307,1460,1964,North America,mainland,other,,,,1,24.782,6.99,16,Mexico,Veracruz,"In sand dunes above beach N of of port, Vera Cruz. Forming thick mats under grass in Casuarina sp.",19.1787668,-96.1763162,18.2528,HUH,5-Jan,Duncan M. Porter,1460,"Doesn't specify which beach, so coordiantes only for city/port",
308,1467,1964,North America,mainland,other,,,,1,16.089,8.194,8,Mexico,Veracruz,"Weed in vacant lot near beach, Vera Cruz",19.1787668,-96.1763162,18.225,HUH,5-Jan,Duncan M. Porter,1467,"Doesn't specify which beach, so coordiantes only for city/port",
309,1470,1964,North America,mainland,other,,,,1,11.723,3.838,12,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,leaf at first node
310,1470,1964,North America,mainland,other,,,,2,6.44,4.427,8,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,leaf at third node
311,1474,1964,North America,mainland,other,,,,1,15.907,5.707,12,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified","leaves are completed bundled, so leaf chosen at random (but close to flower)"
312,1474,1964,North America,mainland,other,,,,2,11.33,5.559,8,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2528,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified","leaves are completed bundled, so leaf chosen at random (but close to flower)"
313,1479,1964,North America,mainland,other,,,,1,14.435,5.542,10,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,,Estimated coordiantes for road turn off,leaf at first node
314,1479,1964,North America,mainland,other,,,,2,27.731,8.062,12,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,,Estimated coordiantes for road turn off,
315,1483,1954,North America,mainland,other,,,,1,30.708,9.155,12,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain. ,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,leaf at first node
316,1483,1954,North America,mainland,other,,,,2,31.053,9.611,12,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain. ,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,
317,1492,1964,North America,mainland,other,,,,1,8.006,4.328,,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,can't count all leaflets
318,1492,1964,North America,mainland,other,,,,2,12.624,4.239,10,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,
319,1492,1964,North America,mainland,other,,,,3,28.768,9.242,13,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,
320,1554,1925,North America,island,other,The Revillagigedo Islands,,,1,34.165,8.496,18,Mexico,Colima,"Abundant near beach and on sea-cliffes, Clarion Island",18.3557053,-114.720332,18.2528,HUH,26-Apr,Herbert L. Mason,1554,,leaf at first node
321,1822,1907,North America,mainland,other,,,,1,23.8,7.823,11,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,,
322,1822,1907,North America,mainland,other,,,,2,14.732,6.627,10,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,,
323,2573,1937,North America,mainland,other,,,,1,12.61,9.121,12,Mexico,Oaxaca,Floodplain of the Rio Atoyac,NA,NA,18.253,HUH,9-Feb,W.H Camp,2573,The location given is a river so hard to full coordinates of where?,
324,3394,1910,North America,mainland,other,,,,1,29.184,8.061,16,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,
325,3394,1910,North America,mainland,other,,,,2,29.558,8.283,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,leaf at first node
326,3394,1910,North America,mainland,other,,,,3,29.493,8.226,14,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,
327,3676,1986,North America,mainland,other,,,,1,18.014,6.798,10,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
328,3676,1986,North America,mainland,other,,,,2,20.805,7.211,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
329,3676,1986,North America,mainland,other,,,,3,16.25,5.773,12,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
330,3855,1903,North America,mainland,other,,,,1,32.596,11.279,14,Mexico,Yucatan,Mérida,20.9800656,-89.6329183,18.2528,HUH,,Ed. Seler,3855,,leaf at third node 
331,7115,1934,North America,mainland,other,,,,2,24.708,10.875,10,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,,leaf at first node (some leaflets covered at second node leaf)- leaf for second flower
332,7115,1934,North America,mainland,other,,,,3,26.468,10.054,12,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,,leaf at third node
333,7216,1934,North America,mainland,other,,,,1,25.16,8.015,12,Mexico,Sonora,Flats 2.5 miles  S of Llano ,29.2913642,-109.7476382,18.2571,HUH,15-Sep,Ira L. Wiggins,7216,,leaf at first node
334,8149,1938,North America,mainland,other,,,,1,38.633,9.159,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,
335,8149,1938,North America,mainland,other,,,,2,54.736,11.529,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,leaf at first node
336,8149,1938,North America,mainland,other,,,,3,41.119,8.586,16,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,
337,8352,1933,North America,island,other,The Revillagigedo Islands,,,1,56.642,16.517,,Mexico,Colima,"Sulphur bay, Clarion island ",18.3557053,-114.720332,18.2528,HUH,22-Mar,John Thomas Howell,8352,Can't find coordinates specifically for Sulphur Bay,leaf at first node 
338,9653,1982,North America,mainland,other,,,,1,57.065,14.071,16,Mexico,Yucatan,"Entrance to Puerto Progreso, coming from Merifa",21.25,-89.653889,18.2528,HUH,10-Sep,J.S Flores G,9653,,leaf at first node
339,12887,1956,North America,mainland,other,,,,1,26.944,7.086,15,Mexico,Sonora,Desert 70 miles N Hermosillo,29.0821552,-110.9889868,18.2528,HUH,20-Aug,U.T Waterfall,12887,Coordinates for Hermosillo,
340,14146,1889,North America,island,other,Clarion I.,,,1,58.984,17.039,14,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518 pixels/mm,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,,
341,14146,1889,North America,island,other,Clarion I.,,,2,75.545,20.757,18,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,,
342,14147,1889,North America,island,other,Socorro I.,,,1,52.067,11.778,12,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,,"middle leaflets all folded, the expanded leaf nearest to the middle selected"
343,14147,1889,North America,island,other,Socorro I.,,,2,31.559,11.926,14,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,,
344,14147,1889,North America,island,other,Socorro I.,,,3,52.624,13.763,16,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2518,Smithsonian,Mar 1889,"Townsend, C. H. T.",s.n.,,
345,236907,1892,North America,mainland,other,,,,1,21.561,7.512,12,Mexico,Colima,Armeria.,18.93377,-103.999723,21.2518,Smithsonian,28 Jun 1892,"Jones, M. E.",108,,1 leaf down the flower
346,268727,1895,North America,mainland,other,,,,1,25.07,6.318,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,,
347,268727,1895,North America,mainland,other,,,,2,34.665,12.88,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,,1 leaf down the flower
348,268727,1895,North America,mainland,other,,,,3,17.442,5.848,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1895,"Gaumer, G. F.",620,,
349,279592,1896,North America,mainland,other,,,,1,28.572,8.822,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2518,Smithsonian,1896,"Valdez, P.",37,,
350,313947,1897,North America,island,other,Socorro I.,,,1,10.763,5.46,12,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,,
351,313947,1897,North America,island,other,Socorro I.,,,2,23.084,7.845,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,Mar 1897 to Jun 1897 (-- Mar 1897 to -- Jun 1897),"Anthony, A. W.",393,,
352,315467,1897,North America,mainland,other,,,,1,43.951,11.703,14,Mexico,Colima,"Coima, Colima.",19.258487,-103.72416,11.674,Smithsonian,Aug 1897,"Palmer, E.",115,,
353,346533,1899,North America,mainland,other,,,,1,16.832,6.139,12,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,,
