ID,flower.no,petal_length,mainland_island,island_group,galapagos_island,galapagos_Other,finch_beak,year_collected,continent,country,province.state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
493,3,12.686,mainland,,,,,1985,North America,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,,
497,1,23.92,mainland,,,,,1940,North America,Mexico,Michoacán,1 mile S of Apatzingán,19.088949,-102.3488565,18.2524,HUH,6-Aug,WM.C Leavenworth,497,Coordinates for Apatzingán,flower segmented from stem
520,1,13.854,mainland,,,,,1895,North America,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,,G.F Gaumer,520,Coordinates for state,
520,2,14.955,mainland,,,,,1895,North America,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,,G.F Gaumer,520,Coordinates for state,
520,3,15.026,mainland,,,,,1895,North America,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,,G.F Gaumer,520,Coordinates for state,"single segmented petal- no associated leaf (flower I think it came from is on a cut stem, with no nodes below it)"
782,1,18.301,mainland,,,,,,North America,Mexico,,,23.5540767,-102.6205,18.2528,HUH,,Collegii S.S. Trin,782,No specified location,
978,1,18.556,mainland,,,,,,North America,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
978,2,20.447,mainland,,,,,,North America,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
978,3,16.19,mainland,,,,,,North America,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,,Botteri,978,,
1258,1,19.178,mainland,,,,,1901,North America,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",
1258,2,21.214,mainland,,,,,1901,North America,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",
1258,3,17.797,mainland,,,,,1901,North America,Mexico,Oaxaca,,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",
1318,1,14.417,mainland,,,,,1963,North America,Mexico,Guerrero ,Upper part of canon del Zopilote between Kms 229 and 230 on Mexico City- Acapulco toll road,17.933333,-99.6,18.2528,HUH,13-Dec,Duncan M. Porter,1318,"Not sure how to gauge location for this given it’s a toll road with specific km checkpoints and ""canon del Zopilote"" is variable (coordinates for Canon del Zopilte but has few locations locations in google earth)",only measurable flower
1343,1,13.571,mainland,,,,,1963,North America,Mexico,Guerrero,"Acapulco: in sidewalk on main drive along beaches, near entrance to city",16.8354604,-99.8623086,18.2528,HUH,15-Dec,Duncan M. Porter,,Coordinates for Acapulco,
1370,1,16.808,mainland,,,,,1963,North America,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano ,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,,Coordinates for Arcelia,
1370,2,16.328,mainland,,,,,1963,North America,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano ,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,,Coordinates for Arcelia,
1370,3,15.304,mainland,,,,,1963,North America,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano ,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,,Coordinates for Arcelia,
1412,1,8.669,mainland,,,,,1963,North America,Mexico,Michoacán,Roadisde in alluvial soil at base of hills 3 miles W of La Huacana towarda Cuatro Caminos ,18.9641587,-101.8051007,18.2528,HUH,25-Dec,Duncan M. Porter,1412,Coordiantes for La Huacana,"no leaves on stem, looks recently emerged from bud"
1419,1,18.777,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,
1419,2,12.221,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,
1419,3,12.909,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia ,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,
1423,1,15.108,mainland,,,,,1963,North America,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,
1423,2,9.552,mainland,,,,,1963,North America,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,segmented from stem 
1428,1,11.944,mainland,,,,,1963,North America,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,,Coordinates for Apatzingán,
1428,2,12.739,mainland,,,,,1963,North America,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,,Coordinates for Apatzingán,can't measure associated leaves (node 1-3)
1428,3,6.125,mainland,,,,,1963,North America,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,,Coordinates for Apatzingán,"seems newly emerged from bud, also segmented"
1432,1,17.17,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,
1432,2,18.825,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,
1432,3,14.218,mainland,,,,,1963,North America,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,
1442,1,9.789,mainland,,,,,1963,North America,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,
1442,2,10.965,mainland,,,,,1963,North America,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,
1442,3,8.605,mainland,,,,,1963,North America,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,
1444,1,13.644,mainland,,,,,1963,North America,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,,Coordinates for Zapatepec,
1444,2,11.14,mainland,,,,,1963,North America,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,,Coordinates for Zapatepec,
1445,1,11.472,mainland,,,,,1963,North America,Mexico,Morelos,"Near bridge over Rio Yautepec, 5km NE of Ticumán on highway toward Yautepec",18.7542615,-99.1209531,18.2528,HUH,31-Dec,Duncan M. Porter,,Coordinates for Ticumán,"only measurable flower, no measurable leaves "
1448,1,6.521,mainland,,,,,1964,North America,Mexico,Puebla,"Edge of highway, 5 miles NW of Tehuacán toward Puebla",18.4621943,-97.4087138,18.2528,HUH,1-Jan,Duncan M. Porter,,Coordiantes for Tehuacán,
1453,1,7.887,mainland,,,,,1964,North America,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,,,
1453,2,8.953,mainland,,,,,1964,North America,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,,,
1455,1,11.241,mainland,,,,,1964,North America,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
1455,2,11.515,mainland,,,,,1964,North America,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
1455,3,11.306,mainland,,,,,1964,North America,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,,,
1458,1,11.987,mainland,,,,,1964,North America,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates estimated based on location description ,
1458,2,11.289,mainland,,,,,1964,North America,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates estimated based on location description ,
1459,1,6.835,mainland,,,,,1964,North America,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates for Yautepec,
1459,2,8.304,mainland,,,,,1964,North America,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,,Coordinates for Yautepec,
1460,1,16.401,mainland,,,,,1964,North America,Mexico,Veracruz,"In sand dunes above beach N of of port, Vera Cruz. Forming thick mats under grass in Casuarina sp.",19.1787668,-96.1763162,18.2528,HUH,5-Jan,Duncan M. Porter,1460,"Doesn't specify which beach, so coordiantes only for city/port",
1467,1,16.239,mainland,,,,,1964,North America,Mexico,Veracruz,"Weed in vacant lot near beach, Vera Cruz",19.1787668,-96.1763162,18.225,HUH,5-Jan,Duncan M. Porter,1467,"Doesn't specify which beach, so coordiantes only for city/port",
1470,1,13.53,mainland,,,,,1964,North America,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,
1470,2,11.052,mainland,,,,,1964,North America,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,
1474,1,14.005,mainland,,,,,1964,North America,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified",
1474,2,12.484,mainland,,,,,1964,North America,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified",
1479,1,14.517,mainland,,,,,1964,North America,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,,Estimated coordiantes for road turn off,
1479,2,16.194,mainland,,,,,1964,North America,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,,Estimated coordiantes for road turn off,
1479,3,17.516,mainland,,,,,1964,North America,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,,Estimated coordiantes for road turn off,no measurable associated leaf
1483,1,13.773,mainland,,,,,1954,North America,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain. ,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,
1483,2,12.921,mainland,,,,,1954,North America,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain. ,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,
1492,1,8.727,mainland,,,,,1964,North America,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,
1492,2,9.649,mainland,,,,,1964,North America,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,
1492,3,9.507,mainland,,,,,1964,North America,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,,Coordinates for La Paz,
1554,1,14.284,island,The Revillagigedo Islands,,no,,1925,North America,Mexico,Colima,"Abundant near beach and on sea-cliffes, Clarion Island",18.3557053,-114.720332,18.2528,HUH,26-Apr,Herbert L. Mason,1554,,segmented from stem
1822,1,20.92,mainland,,,,,1907,North America,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,,
1822,2,9.609,mainland,,,,,1907,North America,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,,
2573,1,11.038,mainland,,,,,1937,North America,Mexico,Oaxaca,Floodplain of the Rio Atoyac,NA,NA,18.253,HUH,9-Feb,W.H Camp,2573,The location given is a river so hard to full coordinates of where?,flower folded too laterally
3394,1,21.685,mainland,,,,,1910,North America,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,
3394,2,20.326,mainland,,,,,1910,North America,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,
3394,3,15.106,mainland,,,,,1910,North America,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,,
3676,1,18.653,mainland,,,,,1986,North America,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
3676,2,19.277,mainland,,,,,1986,North America,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
3676,3,20.876,mainland,,,,,1986,North America,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,,
3855,1,15.649,mainland,,,,,1903,North America,Mexico,Yucatan,Mérida,20.9800656,-89.6329183,18.2528,HUH,,Ed. Seler,3855,,
7115,1,18.382,mainland,,,,,1934,North America,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,,flower segmented from stem- not measurable associated leaf
7115,2,20.832,mainland,,,,,1934,North America,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,,
7115,3,20.623,mainland,,,,,1934,North America,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,,
7216,1,18.73,mainland,,,,,1934,North America,Mexico,Sonora,Flats 2.5 miles  S of Llano ,29.2913642,-109.7476382,18.2571,HUH,15-Sep,Ira L. Wiggins,7216,,
8149,1,22.714,mainland,,,,,1938,North America,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,
8149,2,23.723,mainland,,,,,1938,North America,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,
8149,3,24.252,mainland,,,,,1938,North America,Mexico,Yucatan,"On beach, abundant everywhere, Progreso ",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,,
8352,1,18.852,island,The Revillagigedo Islands,,no,,1933,North America,Mexico,Colima,"Sulphur bay, Clarion island ",18.3557053,-114.720332,18.2528,HUH,22-Mar,John Thomas Howell,8352,Can't find coordinates specifically for Sulphur Bay,only flower
9653,1,19.728,mainland,,,,,1982,North America,Mexico,Yucatan,"Entrance to Puerto Progreso, coming from Merifa",21.25,-89.653889,18.2528,HUH,10-Sep,J.S Flores G,9653,,
12887,1,21.492,mainland,,,,,1956,North America,Mexico,Sonora,Desert 70 miles N Hermosillo,29.0821552,-110.9889868,18.2528,HUH,20-Aug,U.T Waterfall,12887,Coordinates for Hermosillo,
14146,1,22.195,island,Clarion I.,,no,,1889,North America,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2585 pixels/mm pixels to 1mm,Smithsonian,Mar ,"Townsend, C. H. T.",s.n.,,NA
14147,1,29.755,island,Socorro I.,,no,,1889,North America,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar ,"Townsend, C. H. T.",s.n.,,NA
14147,2,17.87,island,Socorro I.,,no,,1889,North America,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar ,"Townsend, C. H. T.",s.n.,,NA
14147,3,26.893,island,Socorro I.,,no,,1889,North America,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar ,"Townsend, C. H. T.",s.n.,,NA
236907,1,16.165,mainland,,,,,1892,North America,Mexico,Colima,Armeria,18.93377,-103.999723,21.2434,Smithsonian,28-Jun,"Jones, M. E.",108,,NA
268727,1,13.43,mainland,,,,,1895,North America,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,,"Gaumer, G. F.",620,,NA
268727,2,12.087,mainland,,,,,1895,North America,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,,"Gaumer, G. F.",620,,NA
268727,3,16.451,mainland,,,,,1895,North America,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,,"Gaumer, G. F.",620,,NA
279592,1,13.309,mainland,,,,,1896,North America,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2634,Smithsonian,,"Valdez, P.",37,,NA
313947,1,15.254,island,Socorro I.,,no,,1897,North America,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2634,Smithsonian,Mar,"Anthony, A. W.",393,,NA
315467,1,18.784,mainland,,,,,1897,North America,Mexico,Colima,"Colima, Colima.",19.258487,-103.72416,11.6757,Smithsonian,Aug ,"Palmer, E.",115,,NA
315467,2,18.655,mainland,,,,,1897,North America,Mexico,Colima,"Colima, Colima.",19.258487,-103.72416,11.6757,Smithsonian,Aug ,"Palmer, E.",115,,NA
346533,1,22.608,mainland,,,,,1899,North America,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,,NA
346533,2,15.521,mainland,,,,,1899,North America,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,,NA
346533,3,19.5,mainland,,,,,1899,North America,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,,NA
385440,1,18.874,mainland,,,,,1898,North America,Mexico,Michoacan / Guerrero,Il Canal. Delta du Rio Balsas. Etats de Michoacan et de Guerrero.,18.529597,-101.317453,21.2518,Smithsonian,5 May 1898,"Langlassé, E.",141,,NA
396968,1,20.923,mainland,,,,,1901,North America,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,NA
396968,2,17.035,mainland,,,,,1901,North America,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,NA
396968,3,18.658,mainland,,,,,1901,North America,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,NA
398976,1,15.004,mainland,,,,,1898,North America,Mexico,Oaxaca,Tehuantepec.,16.322934,-95.238133,21.2518,Smithsonian,23 Dec 1898,"Deam, C. C.",s.n.,,NA
399003,1,16.85,island,Socorro I.,,no,,1903,North America,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,,NA
399003,2,20.626,island,Socorro I.,,no,,1903,North America,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,,NA
399003,3,17.552,island,Socorro I.,,no,,1903,North America,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,,NA
452094,1,17.892,mainland,,,,,1905,North America,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2518,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,,NA
452094,2,20.189,mainland,,,,,1905,North America,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2518,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,,NA
453539,1,23.529,mainland,,,,,1905,North America,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2518,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,,NA
453539,2,21.95,mainland,,,,,1905,North America,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2518,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,,NA
453767,1,16.371,mainland,,,,,1905,North America,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2518,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,,NA
453767,2,15.492,mainland,,,,,1905,North America,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2518,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,,NA
516792,1,17.939,mainland,,,,,1905,North America,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2518,Smithsonian,21-Mar-05,"Dewey, L. H.",590,,NA
516792,2,18.514,mainland,,,,,1905,North America,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2518,Smithsonian,21-Mar-05,"Dewey, L. H.",590,,NA
567363,1,18.554,mainland,,,,,1910,North America,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,,NA
567363,2,23.346,mainland,,,,,1910,North America,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,,NA
569001,1,16.078,mainland,,,,,1894,North America,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,,NA
569002,1,20.341,mainland,,,,,1894,North America,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,,NA
574546,1,23.502,mainland,,,,,1910,North America,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,,NA
965926,1,14.416,mainland,,,,,1896,North America,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,,"Valdez, P.",37,,NA
1034400,1,18.211,mainland,,,,,1930,North America,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,NA
1034400,2,21.726,mainland,,,,,1930,North America,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,NA
1034400,3,21.407,mainland,,,,,1930,North America,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,NA
1265392,1,14.755,island,Clarion I.,,no,,1925,North America,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,,NA
1265392,2,12.479,island,Clarion I.,,no,,1925,North America,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,,NA
1265402,1,17.799,island,Clarion I.,,no,,1925,North America,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,,NA
1265402,2,20.321,island,Clarion I.,,no,,1925,North America,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,,NA
1267487,1,23.163,mainland,,,,,1874,North America,Mexico,Yucatan,"Calotmul, Yucatan.",21.021284,-88.17797,21.2513,Smithsonian,,"Gaumer, G. F.",1874,,NA
1380046,1,15.436,mainland,,,,,1888,North America,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,,NA
1380046,2,16.649,mainland,,,,,1888,North America,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,,NA
1380046,3,17.247,mainland,,,,,1888,North America,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,,NA
1380048,1,10.569,mainland,,,,,1895,North America,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,,NA
