ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,flower_num,petal_length,petal_length_log,petal_length_sqr,country,province_state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
209,11967,1915,North America,island,other,West Indies,NA,NA,1,17.758,2.876836119,4.214024205,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,NA,NA
210,11967,1915,North America,island,other,West Indies,NA,NA,2,17.986,2.889593677,4.24099045,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,NA,NA
211,11967,1915,North America,island,other,West Indies,NA,NA,3,17.828,2.880770255,4.222321636,Jamaica,Kingston,"Along roadsides and in open places, near Kingston",18.0179363,-76.8006563,18.2528,HUH,5-Jan,W.M Harris,11967,NA,NA
212,38561,1968,North America,island,other,West Indies,NA,NA,1,19.048,2.946962109,4.364401448,Jamaica,St. Thomas,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA
213,38561,1968,North America,island,other,West Indies,NA,NA,2,17.092,2.838610518,4.134247211,Jamaica,St. Thomas,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA
214,38561,1968,North America,island,other,West Indies,NA,NA,3,19.785,2.984924075,4.448033273,Jamaica,St. Thomas,"Grant's Pass, St.Thomas Parish",17.9671245,-76.4226875,18.2528,HUH,25-Jun,"Fred A. Barkley, Guy R. Beuthillette",38651,"Can't find anywhere in Jamaica called Grant's pass, so coordinates are just for the parish. There's a Grants Pen?",NA
215,349332,1900,North America,island,other,Jamaica,NA,NA,1,22.786,3.126146312,4.773468341,Jamaica,Kingston,Kingston,18.025287,-76.79685,21.2518,Smithsonian,29 Jan  to 4 Feb,"Clute, W. N.",30,NA,NA
216,349332,1900,North America,island,other,Jamaica,NA,NA,2,20.748,3.032449856,4.554997256,Jamaica,Kingston,Kingston,18.025287,-76.79685,21.2518,Smithsonian,29 Jan  to 4 Feb,"Clute, W. N.",30,NA,NA
217,965925,1900,North America,island,other,Jamaica,NA,NA,1,24.027,3.179178198,4.901734387,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,NA,NA
218,965925,1900,North America,island,other,Jamaica,NA,NA,2,18.101,2.895967185,4.254527001,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,Smithsonian,29 Jan 1900 to 4 Feb 1900,"Clute, W. N.",4716,NA,NA
219,1045104,1916,North America,island,other,West Indies,NA,NA,1,14.657,2.684918037,3.82844616,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,Smithsonian,2-Mar-16,"Killip, E. P.",338,NA,NA
220,1045104,1916,North America,island,other,Jamaica,NA,NA,2,14.148,2.649573271,3.761382724,Jamaica,Kingston,NA,18.025287,-76.79685,21.2513,Smithsonian,2-Mar-16,"Killip, E. P.",338,NA,NA
221,1380056,1881,North America,island,other,West Indies,NA,NA,1,14.295,2.659909826,3.780872915,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Smithsonian,Jul 1881,"Lehmann, F. C.",713,NA,NA
222,1380056,1881,North America,island,other,West Indies,NA,NA,2,15.447,2.73741481,3.930267166,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Smithsonian,Jul 1881,"Lehmann, F. C.",713,NA,NA
223,1380056,1881,North America,island,other,Jamaica,NA,NA,3,16.823,2.822746998,4.101585059,Jamaica,Kingston,an weg- saudern,18.025287,-76.79685,21.2513,Smithsonian,Jul 1881,"Lehmann, F. C.",713,NA,NA
224,2351654,1959,North America,island,other,Jamaica,NA,NA,1,19.112,2.95031641,4.371727347,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,Smithsonian,14-Jun-59,"Ellis, J.; Miller, K.",8235,NA,NA
225,2351654,1959,North America,island,other,Jamaica,NA,NA,2,20.549,3.022812278,4.533100484,Jamaica,Kingston,"abundant, creeping on sand near airport, Palisadoes",17.944489,-76.7522,21.2513,Smithsonian,14-Jun-59,"Ellis, J.; Miller, K.",8235,NA,NA
226,09.17.26 89,1897,North America,island,other,West Indies,NA,NA,1,14.239,2.655984679,3.773459951,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,NA,NA,NA
227,09.17.26 89,1897,North America,island,other,West Indies,NA,NA,2,12.501,2.525808641,3.535675324,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,NA,NA,NA
228,09.17.26 89,1897,North America,island,other,West Indies,NA,NA,3,11.144,2.410901236,3.338263021,Jamaica,Kingston,Kingston (capital),18.0179363,-76.8006563,18.2528,HUH,10-Mar,J. R Churchill,NA,NA,NA
229,09.20.52 127,NA,North America,island,other,West Indies,NA,NA,1,16.88,2.826129489,4.108527717,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,NA,NA,NA,has the same number as another image from same place?- used file name instead
230,09.20.52 127,NA,North America,island,other,West Indies,NA,NA,2,18.716,2.929378773,4.326199256,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,NA,NA,NA,NA
231,09.21.16 132,NA,North America,island,other,West Indies,NA,NA,1,19.557,2.973333279,4.422329703,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,Nathaniel Thayer Kidder,NA,NA,NA
232,09.21.16 132,NA,North America,island,other,West Indies,NA,NA,2,12.795,2.54905447,3.577009925,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,Nathaniel Thayer Kidder,NA,NA,NA
233,09.21.16 132,NA,North America,island,other,West Indies,NA,NA,3,19.426,2.966612375,4.407493619,Jamaica,Kingston,Kingston (city),18.0179363,-76.8006563,18.2528,HUH,NA,Nathaniel Thayer Kidder,NA,NA,NA
234,68A,1963,North America,island,other,West Indies,NA,NA,1,21.298,3.058613172,4.614975623,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA
235,68A,1963,North America,island,other,West Indies,NA,NA,2,16.416,2.798256469,4.051666324,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA
236,68A,1963,North America,island,other,West Indies,NA,NA,3,23.75,3.16758253,4.873397172,Jamaica,Kingston,"In lawns and weedy areas, University of West Indies campus",18.0123433,-76.7480947,18.2528,HUH,5-Jun,"M.R Crosby, W.R Anderson, H.A Hespenheide",68A,NA,NA
237,849725,1877,North America,island,other,Martinique,NA,NA,1,11.272,2.422321775,3.357379931,Martinique,NA,NA,14.671124,-61.022058,21.2535,Smithsonian,NA,"Duss, Père A.",1815,NA,NA
238,37,1896,North America,mainland,NA,NA,NA,NA,1,12.619,2.535203615,3.552323183,Mexico,Yucatan,NA,21.082487,-89.9297226,18.2528,HUH,NA,Sr. Porfirio Valdez,37,Further location not specified,only flower
239,44,1888,North America,mainland,NA,NA,NA,NA,1,10.388,2.340651294,3.223042041,Mexico,Oaxaca,NA,NA,NA,18.2571,HUH,NA,Ed. Seler,44,NA,NA
240,44,1888,North America,mainland,NA,NA,NA,NA,2,10.884,2.387293821,3.299090784,Mexico,Oaxaca,NA,NA,NA,18.2571,HUH,NA,Ed. Seler,44,NA,NA
241,44,1888,North America,mainland,NA,NA,NA,NA,3,12.944,2.56063236,3.597777091,Mexico,Oaxaca,NA,NA,NA,18.2571,HUH,NA,Ed. Seler,44,NA,NA
242,66,1998,North America,mainland,NA,NA,NA,NA,1,14.258,2.657318153,3.775976695,Mexico,Oaxaca,Tehuantepec,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,NA,NA
243,66,1998,North America,mainland,NA,NA,NA,NA,2,16.901,2.827372792,4.111082582,Mexico,Oaxaca,Tehuantepec,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,NA,NA
244,66,1998,North America,mainland,NA,NA,NA,NA,3,12.659,2.538368425,3.557948847,Mexico,Oaxaca,Tehuantepec,16.3206389,-95.2401905,18.2533,HUH,23-Dec,C. Dean,66,NA,NA
245,106,1938,North America,mainland,NA,NA,NA,NA,1,21.009,3.044950917,4.58355757,Mexico,Oaxaca,"Teotitlán del Camino, district of Teotitlán",18.1191016,-97.1042685,18.2528,HUH,7-Jul,"Richard Evans Schultes, Blas, Pablo Reko",106,NA,NA
246,141,1898,North America,mainland,NA,NA,NA,NA,1,16.782,2.820306883,4.096583943,Mexico,Michoacán or Guerrero,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,HUH,5-May,NA,141,"Can't find location, coordiantes for Mexico for now",NA
247,141,1898,North America,mainland,NA,NA,NA,NA,2,19.91,2.991222118,4.462062303,Mexico,Michoacán or Guerrero,"""Canal, Delta du Rio Bahas""",23.5540767,-102.6205,18.2521,HUH,5-May,NA,141,"Can't find location, coordiantes for Mexico for now",NA
248,200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,1,19.761,2.983710298,4.445334633,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,NA,NA
249,200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,2,21.962,3.089313687,4.686363195,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,NA,NA
250,200,1993,North America,island,other,The Revillagigedo Islands,NA,NA,3,7.862,2.062041027,2.803925819,Mexico,Colima,Socoro Island,18.7928152,-110.9815097,18.2528,HUH,24-May,F. E Barkelew,200,NA,seems recently emerged from bud
251,454,1894,North America,mainland,NA,NA,NA,NA,1,15.506,2.741227046,3.937765864,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,NA,NA
252,454,1894,North America,mainland,NA,NA,NA,NA,2,14.238,2.655914447,3.773327444,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,NA,NA
253,454,1894,North America,mainland,NA,NA,NA,NA,3,14.027,2.640984044,3.745263676,Mexico,Guerrero ,Acapulco,16.8354604,-99.8623086,18.2523,HUH,Oct,Dr. Edward Palmer,454,NA,single petal
254,474,1940,North America,mainland,NA,NA,NA,NA,1,14.837,2.697124061,3.851882657,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA
255,474,1940,North America,mainland,NA,NA,NA,NA,2,15.906,2.766696397,3.988232691,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA
256,474,1940,North America,mainland,NA,NA,NA,NA,3,19.22,2.955951404,4.384062043,Mexico,Michoacán,On bank of Rio Apatzingán 2 miles S of Apatzingán,19.088949,-102.3488565,18.2528,HUH,6-Aug,WM.C Leavenworth,474,Coordinates for Apatzingán,NA
257,493,1985,North America,mainland,NA,NA,NA,NA,1,19.467,2.968720724,4.412142337,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,NA,NA
258,493,1985,North America,mainland,NA,NA,NA,NA,2,19.405,2.965530765,4.405110668,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,NA,NA
259,493,1985,North America,mainland,NA,NA,NA,NA,3,12.686,2.540499023,3.561741147,Mexico,Oaxaca,Soledad Etla,17.1693956,-96.8241583,18.2586,HUH,5-Jun,Rev. Lucius C. Smith,493,NA,NA
260,497,1940,North America,mainland,NA,NA,NA,NA,1,23.92,3.174714929,4.890807704,Mexico,Michoacán,1 mile S of Apatzingán,19.088949,-102.3488565,18.2524,HUH,6-Aug,WM.C Leavenworth,497,Coordinates for Apatzingán,flower segmented from stem
261,520,1895,North America,mainland,NA,NA,NA,NA,1,13.854,2.628574,3.722096184,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,NA,G.F Gaumer,520,Coordinates for state,NA
262,520,1895,North America,mainland,NA,NA,NA,NA,2,14.955,2.705045692,3.867169508,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,NA,G.F Gaumer,520,Coordinates for state,NA
263,520,1895,North America,mainland,NA,NA,NA,NA,3,15.026,2.709782034,3.876338479,Mexico,Yucatan,No specified location,21.082487,-89.9297226,18.2528,HUH,NA,G.F Gaumer,520,Coordinates for state,"single segmented petal- no associated leaf (flower I think it came from is on a cut stem, with no nodes below it)"
264,782,NA,North America,mainland,NA,NA,NA,NA,1,18.301,2.906955703,4.277966807,Mexico,NA,NA,23.5540767,-102.6205,18.2528,HUH,NA,Collegii S.S. Trin,782,No specified location,NA
265,978,NA,North America,mainland,NA,NA,NA,NA,1,18.556,2.920793187,4.307667582,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,NA,Botteri,978,NA,NA
266,978,NA,North America,mainland,NA,NA,NA,NA,2,20.447,3.017836172,4.52183591,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,NA,Botteri,978,NA,NA
267,978,NA,North America,mainland,NA,NA,NA,NA,3,16.19,2.784393768,4.023679908,Mexico,Veracruz,Orizaba,18.859091,-97.0967663,18.2528,HUH,NA,Botteri,978,NA,NA
268,1258,1901,North America,mainland,NA,NA,NA,NA,1,19.178,2.953763789,4.379269345,Mexico,Oaxaca,NA,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",NA
269,1258,1901,North America,mainland,NA,NA,NA,NA,2,21.214,3.054661341,4.605865825,Mexico,Oaxaca,NA,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",NA
270,1258,1901,North America,mainland,NA,NA,NA,NA,3,17.797,2.879029904,4.218649073,Mexico,Oaxaca,NA,17.1634283,-96.210067,18.2598,HUH,Aug,"C. Conzatti, V. Gonzalez",1258,"Cannot find specific location of ""El Margnesaclo"", coordinates for state for now",NA
271,1318,1963,North America,mainland,NA,NA,NA,NA,1,14.417,2.668408066,3.796972478,Mexico,Guerrero ,Upper part of canon del Zopilote between Kms 229 and 230 on Mexico City- Acapulco toll road,17.933333,-99.6,18.2528,HUH,13-Dec,Duncan M. Porter,1318,"Not sure how to gauge location for this given it’s a toll road with specific km checkpoints and ""canon del Zopilote"" is variable (coordinates for Canon del Zopilte but has few locations locations in google earth)",only measurable flower
272,1343,1963,North America,mainland,NA,NA,NA,NA,1,13.571,2.607935163,3.68388382,Mexico,Guerrero,"Acapulco: in sidewalk on main drive along beaches, near entrance to city",16.8354604,-99.8623086,18.2528,HUH,15-Dec,Duncan M. Porter,NA,Coordinates for Acapulco,NA
273,1370,1963,North America,mainland,NA,NA,NA,NA,1,16.808,2.821854964,4.09975609,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,NA,Coordinates for Arcelia,NA
274,1370,1963,North America,mainland,NA,NA,NA,NA,2,16.328,2.792881426,4.040792002,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,NA,Coordinates for Arcelia,NA
275,1370,1963,North America,mainland,NA,NA,NA,NA,3,15.304,2.728114232,3.91203272,Mexico,Guerrero,Flat alluvial plain 27 miles W of Arcelia toward Ciudad Alta-mirano,18.2538076,-100.1942349,18.2528,HUH,20-Dec,Duncan M. Porter,NA,Coordinates for Arcelia,NA
276,1412,1963,North America,mainland,NA,NA,NA,NA,1,8.669,2.159753444,2.944316559,Mexico,Michoacán,Roadisde in alluvial soil at base of hills 3 miles W of La Huacana towarda Cuatro Caminos,18.9641587,-101.8051007,18.2528,HUH,25-Dec,Duncan M. Porter,1412,Coordiantes for La Huacana,"no leaves on stem, looks recently emerged from bud"
277,1419,1963,North America,mainland,NA,NA,NA,NA,1,18.777,2.932632717,4.333243589,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,NA
278,1419,1963,North America,mainland,NA,NA,NA,NA,2,12.221,2.503155783,3.495854688,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,NA
279,1419,1963,North America,mainland,NA,NA,NA,NA,3,12.909,2.557924743,3.592909684,Mexico,Michoacán,Roadside on winding highway in large barranca 6 miles SW of Lombardia (Gabriel Zamora) toward Nueva Italia,19.1545434,-101.9994778,18.2528,HUH,26-Dec,Duncan M. Porter,1419,Coordinates for Gabriel Zamora,NA
280,1423,1963,North America,mainland,NA,NA,NA,NA,1,15.108,2.715224405,3.886901079,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,NA
281,1423,1963,North America,mainland,NA,NA,NA,NA,2,9.552,2.256750557,3.090631004,Mexico,Michoacán,Common at entrance to Apatzingan of highway from Cuatro Caminos,19.079323,-102.355487,18.2528,HUH,26-Dec,Duncan M. Porter,1423,Estimated coordiantes for road turn off,segmented from stem
282,1428,1963,North America,mainland,NA,NA,NA,NA,1,11.944,2.48022906,3.456009259,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,NA,Coordinates for Apatzingán,NA
283,1428,1963,North America,mainland,NA,NA,NA,NA,2,12.739,2.544668154,3.569173574,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,NA,Coordinates for Apatzingán,can't measure associated leaves (node 1-3)
284,1428,1963,North America,mainland,NA,NA,NA,NA,3,6.125,1.812378756,2.474873734,Mexico,Michoacán,5 miles W of Apatzingán toward Aguililla,19.088949,-102.3488565,18.2528,HUH,26-Dec,Duncan M. Porter,NA,Coordinates for Apatzingán,"seems newly emerged from bud, also segmented"
285,1432,1963,North America,mainland,NA,NA,NA,NA,1,17.17,2.843163675,4.143669871,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,NA
286,1432,1963,North America,mainland,NA,NA,NA,NA,2,18.825,2.935185774,4.33877863,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,NA
287,1432,1963,North America,mainland,NA,NA,NA,NA,3,14.218,2.654508768,3.770676332,Mexico,Michoacán,Roadside in foothills 13 miles S of Cuatro Caminos toward Arteaga,19.3988547,-101.6427286,18.2528,HUH,26-Dec,Duncan M. Porter,1432,Coordiantes for Cuatro Caminos,NA
288,1442,1963,North America,mainland,NA,NA,NA,NA,1,9.789,2.281259306,3.128737765,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,NA
289,1442,1963,North America,mainland,NA,NA,NA,NA,2,10.965,2.394708382,3.311344138,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,NA
290,1442,1963,North America,mainland,NA,NA,NA,NA,3,8.605,2.15234343,2.933428029,Mexico,Morelos,In dry grass at roadside 1 mile NW of Zacatepec toward Alpuyeca,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,1442,Coordinates for Zapatepec,NA
291,1444,1963,North America,mainland,NA,NA,NA,NA,1,13.644,2.613299865,3.693778553,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,NA,Coordinates for Zapatepec,NA
292,1444,1963,North America,mainland,NA,NA,NA,NA,2,11.14,2.410542234,3.337663854,Mexico,Morelos,Edge of highway in suagrcane plantation 5km NW of Zacatepec toward Cuautla,18.6560985,-99.1898094,18.2528,HUH,31-Dec,Duncan M. Porter,NA,Coordinates for Zapatepec,NA
293,1445,1963,North America,mainland,NA,NA,NA,NA,1,11.472,2.439909284,3.387034101,Mexico,Morelos,"Near bridge over Rio Yautepec, 5km NE of Ticumán on highway toward Yautepec",18.7542615,-99.1209531,18.2528,HUH,31-Dec,Duncan M. Porter,NA,Coordinates for Ticumán,"only measurable flower, no measurable leaves"
294,1448,1964,North America,mainland,NA,NA,NA,NA,1,6.521,1.875027738,2.553624875,Mexico,Puebla,"Edge of highway, 5 miles NW of Tehuacán toward Puebla",18.4621943,-97.4087138,18.2528,HUH,1-Jan,Duncan M. Porter,NA,Coordiantes for Tehuacán,NA
295,1453,1964,North America,mainland,NA,NA,NA,NA,1,7.887,2.065215834,2.808380316,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,NA,NA,NA
296,1453,1964,North America,mainland,NA,NA,NA,NA,2,8.953,2.191988672,2.992156413,Mexico,Oaxaca,"Huajuapan de Leon, common along highway",17.8046948,-97.7826979,18.2528,HUH,2-Jan,Duncan M. Porter,NA,NA,NA
297,1455,1964,North America,mainland,NA,NA,NA,NA,1,11.241,2.419567808,3.352760057,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,NA,NA,NA
298,1455,1964,North America,mainland,NA,NA,NA,NA,2,11.515,2.443650533,3.3933759,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,NA,NA,NA
299,1455,1964,North America,mainland,NA,NA,NA,NA,3,11.306,2.425333558,3.362439591,Mexico,Puebla,"In dry, closedly cropped grass at edge of highway 1 mile NW of Amatitlan toward Izucar de Matamoros",20.8344905,-103.7312721,18.2528,HUH,2-Jan,Duncan M. Porter,NA,NA,NA
300,1458,1964,North America,mainland,NA,NA,NA,NA,1,11.987,2.483822729,3.462224718,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,NA,Coordinates estimated based on location description,NA
301,1458,1964,North America,mainland,NA,NA,NA,NA,2,11.289,2.4238288,3.359910713,Mexico,Puebla,"Common in fine sandy fill at roadside next to railroad track opposite fields of sugarcane, 1 mile east of the Puebla-Morelos border on road between Axochiapan, Morelos, Antencingo, Puebla",18.48166,-98.676431,18.2528,HUH,2-Jan,Duncan M. Porter,NA,Coordinates estimated based on location description,NA
302,1459,1964,North America,mainland,NA,NA,NA,NA,1,6.835,1.92205647,2.614383292,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,NA,Coordinates for Yautepec,NA
303,1459,1964,North America,mainland,NA,NA,NA,NA,2,8.304,2.116737326,2.881666185,Mexico,Morelos,North side of Yautepec at edge of highway toward Cuernavaca,18.8833439,-99.0623631,18.2528,HUH,2-Jan,Duncan M. Porter,NA,Coordinates for Yautepec,NA
304,1460,1964,North America,mainland,NA,NA,NA,NA,1,16.401,2.797342309,4.049814811,Mexico,Veracruz,"In sand dunes above beach N of of port, Vera Cruz. Forming thick mats under grass in Casuarina sp.",19.1787668,-96.1763162,18.2528,HUH,5-Jan,Duncan M. Porter,1460,"Doesn't specify which beach, so coordiantes only for city/port",NA
305,1467,1964,North America,mainland,NA,NA,NA,NA,1,16.239,2.787415756,4.029764261,Mexico,Veracruz,"Weed in vacant lot near beach, Vera Cruz",19.1787668,-96.1763162,18.225,HUH,5-Jan,Duncan M. Porter,1467,"Doesn't specify which beach, so coordiantes only for city/port",NA
306,1470,1964,North America,mainland,NA,NA,NA,NA,1,13.53,2.604909442,3.678314832,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,NA
307,1470,1964,North America,mainland,NA,NA,NA,NA,2,11.052,2.402611407,3.324454843,Mexico,Oaxaca,"Edge of highway at immigration checkpoint, Juchitán",16.440146,-95.0178851,18.2594,HUH,7-Jan,Duncan M. Porter,1470,Coordinates for Juchitán,NA
308,1474,1964,North America,mainland,NA,NA,NA,NA,1,14.005,2.639414409,3.74232548,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified",NA
309,1474,1964,North America,mainland,NA,NA,NA,NA,2,12.484,2.524447824,3.53327044,Mexico,Oaxaca,"In coarse sand near railroad track back of beach near port, Salina Cruz",16.1965239,-95.196783,18.2532,HUH,8-Jan,Duncan M. Porter,1474,"Coordinates for Salina Cruz, beach not specified",NA
310,1479,1964,North America,mainland,NA,NA,NA,NA,1,14.517,2.675320376,3.810118108,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,NA,Estimated coordiantes for road turn off,NA
311,1479,1964,North America,mainland,NA,NA,NA,NA,2,16.194,2.784640803,4.024176934,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,NA,Estimated coordiantes for road turn off,NA
312,1479,1964,North America,mainland,NA,NA,NA,NA,3,17.516,2.863114749,4.185212062,Mexico,Colima,Roadside at turnoff to Colima on Guadalajara-Manzanillo highway,19.263903,-103.682567,18.2528,HUH,12-Jan,Duncan M. Porter,NA,Estimated coordiantes for road turn off,no measurable associated leaf
