ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaf_length_log,leaf_length_sqr
504,697,1965,North America,island,other,Virgin Islands,NA,NA,1,47.507,13,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,leaf at first node,3.860877069,6.892532191
505,697,1965,North America,island,other,Virgin Islands,NA,NA,2,40.904,14,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,leaf at first node,3.711227858,6.395623504
506,697,1965,North America,island,other,Virgin Islands,NA,NA,3,36.028,12,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,NA,3.584296414,6.00233288
507,1522,1902,North America,mainland,NA,NA,NA,NA,1,26.048,11,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,leaf at first node,3.25994099,5.10372413
508,1522,1902,North America,mainland,NA,NA,NA,NA,2,34.151,12,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,leaf at first node,3.530791868,5.843885694
509,1522,1902,North America,mainland,NA,NA,NA,NA,3,17.666,7,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,NA,2.871641888,4.203094098
510,3900,1990,North America,mainland,NA,NA,NA,NA,1,33.604,16,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,NA,NA,leaf at first node,3.514645108,5.796895721
511,3900,1990,North America,mainland,NA,NA,NA,NA,2,26.597,15,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,NA,NA,leaf at first node,3.280798427,5.157227938
512,4716,NA,North America,island,other,Florida Keys,NA,NA,1,51.286,16,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,NA,NA,4716,Coordinates for Jewfish Key,leaf at first node,3.93741781,7.161424439
513,4716,NA,North America,island,other,Florida Keys,NA,NA,2,59.755,18,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,NA,NA,4716,Coordinates for Jewfish Key,NA,4.090252869,7.730135833
514,5654,1896,North America,island,other,Florida Keys,NA,NA,1,39.934,14,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,NA,leaf at first node,3.687228091,6.319335408
515,5654,1896,North America,island,other,Florida Keys,NA,NA,2,51.884,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,NA,NA,3.949010457,7.203054907
516,6600,1969,North America,island,other,NA,NA,NA,1,31.526,14,United States,Florida,"Under casuarina trees, Blind Pass Western Sanibel",26.4820844,-82.1813293,18.2528,HUH,28-Jan,W.C Brumbach,6600,NA,NA,3.450812602,5.614801866
517,10414,1936,North America,island,other,Hawaiian Islands,NA,NA,1,75.02,16,United States,Hawaii,"Lahilahi, the Island of Oʻahu, sand dunes",NA,NA,18.2528,HUH,23-Feb,"Otto Degener, M. Tahamoto, G. Shigewca",10414,"Unclear about location, is it Mauna Lahilahi trail, or there is also Lahilahi street/place etc",leaf at first node,4.317754745,8.661408661
518,14149,1881,North America,island,other,Ten thousand islands,NA,NA,1,24.488,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,NA,3.198183202,4.948535137
519,14149,1881,North America,island,other,Ten thousand islands,NA,NA,2,36.168,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,1 leaf down the flower,3.58817475,6.013983705
520,14149,1881,North America,island,other,Ten thousand islands,NA,NA,3,23.163,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,NA,3.142556178,4.812795445
521,28603,1948,North America,mainland,NA,NA,NA,NA,1,33.558,12,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,leaf at third node,3.513275285,5.792926721
522,28603,1948,North America,mainland,NA,NA,NA,NA,2,36.066,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,NA,3.585350593,6.005497481
523,28603,1948,North America,mainland,NA,NA,NA,NA,3,34.95,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,leaf at first node,3.553918469,5.911852502
524,44931,1955,North America,island,other,Florida Keys,NA,NA,1,34.106,18,United States,Florida,Spanish Harbor Key Island Beach (beach unspecified),24.6519996,-81.307,18.2528,HUH,1-Apr,E.P Killip,44931,NA,NA,3.529473322,5.840034246
525,280665,1896,North America,island,other,Key West,NA,NA,1,36.621,16,United States,Florida,Southern United States. Waste places in Key West.,24.555791,-81.784124,21.2518,Smithsonian,9 May 1896,"Curtiss, A. H.",5654,NA,NA,3.600621846,6.051528732
526,431828,1902,North America,mainland,NA,NA,NA,NA,1,30.586,11,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,1 leaf down the flower,3.420542388,5.530461102
527,431828,1902,North America,mainland,NA,NA,NA,NA,2,20.914,10,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,1 leaf down the flower,3.040418791,4.573182699
528,431828,1902,North America,mainland,NA,NA,NA,NA,3,24.381,12,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,NA,3.19380414,4.937712021
529,773709,1872,North America,mainland,NA,NA,NA,NA,1,42.459,16,United States,Florida,Pensacola.,30.449222,-87.193444,21.2426,Smithsonian,4 Jul 1872,"Mohr, C. T. (herbarium)",s.n.,NA,NA,3.748538904,6.51605709
530,965923,1917,North America,mainland,NA,NA,NA,NA,1,69.814,15,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,4.245834563,8.355477245
531,965923,1917,North America,mainland,NA,NA,NA,NA,2,71.934,16,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,4.275749032,8.481391395
532,965923,1917,North America,mainland,NA,NA,NA,NA,3,43.837,12,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,3.78047821,6.620951593
533,1567251,1930,North America,island,other,Key West,NA,NA,1,31.469,16,United States,Florida,"In dry sandy soil along roadside, Key West, Monroe Co., Fla.",24.555551,-81.782987,21.2513,Smithsonian,19-Mar-30,"Moldenke, H. N.",792,NA,NA,3.449002934,5.609723701
534,1991161,1949,North America,island,other,O`ahu,NA,NA,1,56.566,16,United States,Hawaii,"Kawaihapai, Oahu, near coast",21.570721,-158.182269,21.2513,Smithsonian,1-Jan-49,"Degener, O.; Clay, H. F.; Popenoe, J.",19360,NA,NA,4.035408098,7.521037163
535,1993665,1947,North America,island,other,O`ahu,NA,NA,1,38.829,18,United States,Hawaii,"Makaha Beach, Waianae District",21.476827,-158.22072,21.2513,Smithsonian,6-Apr-47,"Alexander, A. M.; Kellogg, L.",5299,NA,NA,3.65916739,6.231292001
536,2053670,1951,North America,island,other,Key West,NA,NA,1,51.949,18,United States,Florida,"The Florida Keys. Along Simonton St., toward South beach. Monroe Co.: Key West.",24.55406,-81.799527,21.2513,Smithsonian,17-Nov-51,"Killip, E. P.",41403,NA,NA,3.950262468,7.20756547
537,2112981,1955,North America,island,other,West summerland key,NA,NA,1,19.311,14,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,NA,NA,2.960674882,4.39442829
538,2112981,1955,North America,island,other,West summerland key,NA,NA,2,31.668,16,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,NA,1 leaf down the flower,3.455306707,5.627432807
539,2511417,1966,North America,mainland,NA,NA,NA,NA,1,40.505,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,3.701425423,6.364353856
540,2511417,1966,North America,mainland,NA,NA,NA,NA,2,24.351,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,3.192572916,4.934673241
541,2511417,1966,North America,mainland,NA,NA,NA,NA,3,37.062,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,3.612592186,6.087856766
542,2749939,1972,North America,island,other,Sanibel & Captiva Islands,NA,NA,1,48.843,16,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,NA,NA,3.888611072,6.988776717
543,2749939,1972,North America,island,other,Sanibel & Captiva Islands,NA,NA,2,30.941,14,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,NA,NA,3.432082165,5.562463483
544,2875821,1959,North America,island,other,Kure Atoll,NA,NA,1,66.534,18,United States,Hawaii,NA,28.391878,-178.294272,21.2513,Smithsonian,3 Oct 1959 to 9 Oct 1959,"Clay, H. F.",s.n.,NA,NA,4.197713095,8.156837623
545,0-2177754,1964,North America,island,other,Florida Keys,NA,NA,1,24.202,15,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,NA,NA,leaf at first node (no other option),3.186435274,4.919552825
546,0-2177754,1964,North America,island,other,Florida Keys,NA,NA,2,20.306,NA,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,NA,NA,can't confirm number of leaflets,3.010916409,4.506217926
547,0-2177756,1956,North America,mainland,NA,NA,NA,NA,1,24.341,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,NA,3.192162171,4.933659899
548,0-2177756,1956,North America,mainland,NA,NA,NA,NA,2,21.657,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,leaf at first node,3.075328728,4.653708199
549,0-2177756,1956,North America,mainland,NA,NA,NA,NA,3,23.875,14,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,NA,3.172831886,4.886205071
550,0-2177758,1877,North America,island,other,Florida Keys,NA,NA,1,20.652,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,Jan,"Legit, A.P. Garber, M.D., Columbia, Penna.  ",NA,NA,NA,3.027812167,4.544447161
551,0-2177760,1972,North America,island,other,Captiva Islands,NA,NA,1,36.23,NA,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",can't confirm number of leaflets,3.589887505,6.019136151
552,0-2177760,1972,North America,island,other,Captiva Islands,NA,NA,2,38.098,16,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",leaf at first node,3.640161787,6.172357734
553,0-2177761,1965,North America,mainland,NA,NA,NA,NA,1,28.524,14,United States,Florida,In sand 8 miles S of Cocoa Beach,28.328635,-80.6246245,18.2528,HUH,17-Apr,D. Burch,634,Coordinates for Cocoa Beach,leaf at first node,3.350745838,5.340786459
554,0-2177762,1964,North America,mainland,NA,NA,NA,NA,1,37.823,15,United States,Florida,"Melbourne Beach, north side of the park area",28.0655625,-80.5601205,18.2528,HUH,7-Jun,O. Lakela,27207,NA,NA,3.632917383,6.15004065
555,0-2177763,1962,North America,mainland,NA,NA,NA,NA,1,26.241,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,NA,NA,3.267323073,5.122596998
556,0-2177763,1962,North America,mainland,NA,NA,NA,NA,2,35.58,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,NA,NA,3.571783682,5.964897317
557,0-2177764,1962,North America,mainland,NA,NA,NA,NA,1,40.881,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,leaf at first node,3.710665407,6.393825146
558,0-2177764,1962,North America,mainland,NA,NA,NA,NA,2,43.082,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,NA,3.763105276,6.563687988
559,0-2177771,1974,North America,mainland,NA,NA,NA,NA,1,19.433,12,United States,Florida,Sandy soil of beach in Bricknell Hammock,25.7592863,-80.1941107,18.2528,HUH,28-Nov,Karen Vison,NA,NA,leaf at first node,2.966972652,4.408287649
560,09.30.30 218,1895,North America,island,other,Hawaiian Islands,NA,NA,1,50.854,16,United States,Hawaii,"Diamond Head, the Island of Oʻahu",21.2619826,-157.8059987,18.2528,HUH,28-Mar,A.A Heller,NA,NA,NA,3.928958782,7.131199058
561,09.19.56 116,1954,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,37.28,17,NA,NA,"Between Comissioner's house and airfield, Grand Turk Island",21.4680118,-71.1398262,18.2528,HUH,22-Apr,C.B Lewis,NA,"Coordinates for Grand Turk Island, could not find specified location",NA,3.61845699,6.105735009
562,2187650,1954,Oceania,mainland,NA,NA,NA,NA,1,32.697,14,Australia,Queensland,"Sandhurst Bore, Millungera Station, Q'ld.",-19.655063,141.663491,21.2513,Smithsonian,Transcribed d/m/y: 5/8/54,"Speck, N. H.",4784,NA,NA,3.487283331,5.718129065
563,2739017,1973,Oceania,island,other,Lizard island,NA,NA,1,36.783,12,Australia,Queensland,"Lizard Island, (Great Barrier Reef). Along top of beach and beach ridge on NW side.",-14.65439,145.45184,21.2513,Smithsonian,26-Jun-73,"Fosberg, F. R.",54952,NA,1 leaf down the flower,3.605035782,6.06489901
564,2744026,1973,Oceania,island,other,Pipon Island,NA,NA,1,16.77,12,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,NA,NA,2.819591576,4.095119046
565,2744026,1973,Oceania,island,other,Pipon Island,NA,NA,2,24.394,14,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,NA,NA,3.1943372,4.939028245
566,2744179,1973,Oceania,island,other,Fife Island,NA,NA,1,21.141,14,Australia,Queensland,Cook District. Fife Island.,-13.654255,143.719129,21.2513,Smithsonian,28-Oct-73,"Stoddart, D. R.",4956a,NA,NA,3.051214283,4.597934319
567,2759964,1973,Oceania,island,other,Heron Island,NA,NA,1,43.124,14,Australia,Queensland,"Heron Island, Capricorn Group.",-23.442324,151.91505,21.2513,Smithsonian,30-Jun-73,"Fosberg, F. R.",55059,NA,NA,3.764079687,6.566886629
568,3182589,1960,Oceania,island,other,Hatutaa,NA,NA,1,53.626,16,French Polynesia,NA,steep slope above bay on SW end of island,-7.925742,-140.587406,21.2513,Smithsonian,23-Mar-60,"Decker, B. G.",316,NA,NA,3.982034025,7.322977536
569,3182590,1975,Oceania,island,other,Hiva Oa,NA,NA,1,29.754,14,French Polynesia,NA,"Hanamenu, site of old village",-9.769848,-139.14023,21.2513,Smithsonian,21-Feb-75,"Oliver, R. L.; Schäfer, P. A.",3198,NA,1 leaf down the flower,3.392963577,5.454722724
570,3182591,1964,Oceania,island,other,Ua Huka,NA,NA,1,40.057,14,French Polynesia,NA,Haavei Valley,-8.941308,-139.595205,21.2513,Smithsonian,22-Mar-64,"Decker, B. G.",1909,NA,NA,3.69030344,6.329059962
571,3182592,1975,Oceania,island,other,Hatutaa,NA,NA,1,21.513,16,French Polynesia,NA,Plateau centrale,-7.916683,-140.571603,21.2513,Smithsonian,21-Sep-75,"Thibault, J. -.",156,NA,NA,3.068657404,4.638210862
572,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,1,57.38,16,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,4.049695811,7.574958746
573,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,2,28.422,14,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,3.347163493,5.331228751
574,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,3,31.957,16,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,3.464391249,5.653052273
575,3454639,2003,Oceania,island,other,Ua Pou,NA,NA,1,49.168,14,French Polynesia,NA,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,NA,NA,3.895243005,7.011989732
576,3454639,2003,Oceania,island,other,Ua Pou,NA,NA,2,59.794,14,French Polynesia,NA,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,NA,NA,4.090905321,7.732658016
577,3457928,2003,Oceania,island,other,Ua Pou,NA,NA,1,42.549,16,French Polynesia,NA,Motu Oa: located on an offshore islet about 1/4 mile from the eastern side of Ua Pou. A seabird nesting site,-9.479648,-140.047202,21.2513,Smithsonian,21-Jul-03,"Dunn, L.; Wood, K. R.",273,NA,NA,3.750656353,6.522959451
578,3462912,2003,Oceania,island,other,Ua Pou,NA,NA,1,29.095,10,French Polynesia,NA,Anahoo bay and coastal cliffs above and between Hakahau,-9.350108,-140.052715,21.2513,Smithsonian,13-Jul-03,"Wood, K. R.",10281,NA,NA,3.370566338,5.393978124
579,14154,1873,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,15.083,16,Kiribati,NA,Christmas Islands.,1.873958,-157.427192,21.2518,Smithsonian,1873,"Street, -.",s.n.,NA,NA,2.713568282,3.883683818
580,2659485,1965,Oceania,island,other,Caroline Atoll,NA,NA,1,83.726,19,Kiribati,NA,The Central Pacific Islands. Caroline Atoll. Long Island.,-9.911974,-150.204527,21.2513,Smithsonian,17-Jun-65,"Long, C. R.",3245,NA,NA,4.427549562,9.150191255
581,2659491,1964,Oceania,island,other,McKean,NA,NA,1,25.386,16,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,1 leaf down the flower,3.234197841,5.038452143
582,2659491,1964,Oceania,island,other,McKean,NA,NA,2,27.752,18,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,NA,3.32330791,5.268016705
583,2659491,1964,Oceania,island,other,McKean,NA,NA,3,27.753,14,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,NA,3.323343942,5.268111616
584,2659492,1964,Oceania,island,other,McKean,NA,NA,1,16.322,14,Kiribati,NA,The Central Pacific Islands. McKean Island. Bottom half of the lagoon bowl on the north end of the island.,-3.594486,-174.12377,21.2513,Smithsonian,19-Oct-64,"Long, C. R.",2441,NA,NA,2.792513891,4.040049505
585,2659493,1964,Oceania,island,other,Starbuck,NA,NA,1,24.767,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,1 leaf down the flower,3.209512122,4.976645457
586,2659493,1964,Oceania,island,other,Starbuck,NA,NA,2,41.603,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,NA,3.72817228,6.45003876
587,2659493,1964,Oceania,island,other,Starbuck,NA,NA,3,27.085,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,NA,3.298980069,5.204325124
588,2659501,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,30.618,18,Kiribati,NA,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.39767,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,NA,NA,3.421588071,5.533353414
589,2659501,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,2,41.359,20,Kiribati,NA,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.39767,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,NA,NA,3.722290052,6.43109633
590,2659506,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,46.457,20,Kiribati,NA,The Central Pacific Islands. Christmas Island. Near turnoff into Carver's Way all along the road north to the airport.,1.988327,-157.355633,21.2513,Smithsonian,16-Jun-64,"Long, C. R.",1899,NA,NA,3.838527154,6.815937206
591,2659645,1965,Oceania,island,other,Starbuck,NA,NA,1,81.191,19,Kiribati,NA,"The Central Pacific Islands. Starbuck Island. On the north beach, 1.2 mi. east of the west peninsula.",-5.627946,-155.879536,21.2513,Smithsonian,21-Jun-65,"Long, C. R.",3297,NA,NA,4.396804404,9.010604863
592,2659647,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,19.027,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),NA,NA,2.945859023,4.361994956
593,2659647,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,2,21.297,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),NA,NA,3.058566218,4.614867279
594,2659648,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,14.632,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. Northwest side of the lagoon.,-4.447252,-171.252309,21.2513,Smithsonian,24-Oct-64,"Long, C. R.",2537,NA,NA,2.683210911,3.825179734
595,2680374,1973,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,44.774,18,Kiribati,NA,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.24231,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,NA,1 leaf down the flower,3.801627614,6.691337684
596,2680374,1973,Oceania,island,other,Manra [Sydney] Island,NA,NA,2,62.73,18,Kiribati,NA,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.24231,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,NA,NA,4.138839802,7.920227269
597,2680449,1973,Oceania,island,other,Enderbury,NA,NA,1,39.599,20,Kiribati,NA,"Phoenix Islands. (Central Pacific). Enderbury I., South West corner of island.",-3.141397,-171.08829,21.2513,Smithsonian,1-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54750,NA,NA,3.678803865,6.292773633
598,2680449,1973,Oceania,island,other,Enderbury,NA,NA,2,48.686,20,Kiribati,NA,"Phoenix Islands. (Central Pacific). Enderbury I., South West corner of island.",-3.141397,-171.08829,21.2513,Smithsonian,1-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54750,NA,NA,3.885391514,6.977535381
599,2784981,1975,Oceania,island,other,Enderbury,NA,NA,1,34.596,16,Kiribati,NA,"Phoenix Islands. Enderbury Island. Southwest corner of island, near old colonist camp and red and white monument.",-3.141526,-171.08872,21.2513,Smithsonian,20-Mar-75,"Fosberg, F. R.",55709,NA,NA,3.543738068,5.881836448
600,2785004,1975,Oceania,island,other,McKean,NA,NA,1,28.144,16,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,3.337334188,5.305091894
601,2785004,1975,Oceania,island,other,McKean,NA,NA,2,33.644,16,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,3.515834734,5.800344817
602,2785004,1975,Oceania,island,other,McKean,NA,NA,3,33.051,14,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,3.498051823,5.748999913
603,6469,1936,Oceania,island,other,Malay Archipelago,NA,NA,1,32.698,14,Papua New Guinea,NA,Coast between Oriomo and Fly Rivers,-9.0348157,143.1862999,18.2528,HUH,Apr,L.J Brass,6469,Coordinates for Oriomo river,leaf at first node,3.487313914,5.718216505
604,3480971,1962,Oceania,island,other,Yule,NA,NA,1,37.589,14,Papua New Guinea,Central,"New Guinea. C. 3 miles north-west of Kairuku, Yule Island, Kairuku Subdistrict, Central District, Terr. of Papua. Along roadside near airstrip.",-8.824437,146.527631,21.2513,Smithsonian,2-Aug-62,"Darbyshire, P. J.",766,NA,NA,3.626711454,6.13098687
605,2159102,1953,Oceania,island,other,Johnston Island,NA,NA,1,31.737,16,U.S. Administered Pacific Islands,NA,The Pacific. Johnson Island. Shore.,16.729048,-169.533636,21.2513,Smithsonian,12-Nov-53,"Walker, E. H.",7396,NA,NA,3.457483193,5.633560153
