ind_num,Herb_name,Herb_number,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,flower_num,petal_length,country,province_state,location,latitude,longitude,scale,collection.date,collector,collection.no,Coordinate.notes,Measurer_note,Bio_1,Bio_4,Bio_12,Bio_15
391,Smithsonian,1685059,Smithsonian_1685059,1930,North America,continent,NA,NA,NA,NA,2,12.699,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Jul,"Lyonnet, Bro. E.",677,NA,NA,22.57083321,174.492218,871,105.4949188
392,Smithsonian,1686281,Smithsonian_1686281,1935,North America,continent,NA,NA,NA,NA,1,13.792,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,19-Aug-35,"Fisher, G. L.",35253,NA,NA,27.49583435,146.8991394,960,112.1895523
393,Smithsonian,1686281,Smithsonian_1686281,1935,North America,continent,NA,NA,NA,NA,2,15.919,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,19-Aug-35,"Fisher, G. L.",35253,NA,NA,27.49583435,146.8991394,960,112.1895523
394,Smithsonian,1686281,Smithsonian_1686281,1935,North America,continent,NA,NA,NA,NA,3,16.138,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,19-Aug-35,"Fisher, G. L.",35253,NA,NA,27.49583435,146.8991394,960,112.1895523
395,Smithsonian,1689340,Smithsonian_1689340,1936,North America,continent,NA,NA,NA,NA,1,18.285,Mexico,Oaxaca,"Ixtepec, Oaxaca.",16.554279,-95.091338,21.2513,25-Jul-36,"Matuda, E.",7,NA,NA,27.49583435,146.8991394,960,112.1895523
396,Smithsonian,1747286,Smithsonian_1747286,1934,North America,continent,NA,NA,NA,NA,1,20.489,Mexico,Sonora,"2.5 mi. S of Llano, Sonora.",30.350885,-111.10331,21.2513,15-Sep-34,"Wiggins, I. L.",7216,NA,NA,20.35833359,659.8168945,366,103.1757126
397,Smithsonian,1748225,Smithsonian_1748225,1938,North America,continent,NA,NA,NA,NA,1,19.217,Mexico,Morelos,Xochiltepec (Morelos).,18.799873,-99.233239,21.2513,Jul-38,"Lyonnet, Bro. E.",2166,NA,NA,23.57083321,194.9528809,942,108.4980621
398,Smithsonian,1748977,Smithsonian_1748977,1934,North America,continent,NA,NA,NA,NA,1,20.755,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,15-Sep-34,"Shreve, F.",6664,NA,NA,20.35833359,659.8168945,366,103.1757126
399,Smithsonian,1748977,Smithsonian_1748977,1934,North America,continent,NA,NA,NA,NA,2,16.53,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,15-Sep-34,"Shreve, F.",6664,NA,NA,20.35833359,659.8168945,366,103.1757126
400,Smithsonian,1844852,Smithsonian_1844852,1934,North America,continent,NA,NA,NA,NA,1,18.615,Mexico,Guerrero,"Pungarabato, District of Coyuca, Guerrero.",18.331756,-100.690951,21.2513,12-Jan-34,"Hinton, G. B.; et al.",5458,NA,NA,28.375,196.682724,931,119.5437088
401,Smithsonian,1888370,Smithsonian_1888370,1938,North America,continent,NA,NA,NA,NA,1,27.918,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA,25.96249962,186.6587067,689,61.43773651
402,Smithsonian,1888370,Smithsonian_1888370,1938,North America,continent,NA,NA,NA,NA,2,22.648,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA,25.96249962,186.6587067,689,61.43773651
403,Smithsonian,1888370,Smithsonian_1888370,1938,North America,continent,NA,NA,NA,NA,3,22.473,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA,25.96249962,186.6587067,689,61.43773651
404,Smithsonian,2088618,Smithsonian_2088618,1953,North America,continent,NA,NA,NA,NA,1,19.884,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,6-Jul-53,Collector unknown,E-40,NA,NA,23.93333435,135.1990814,852,97.92315674
405,Smithsonian,2088618,Smithsonian_2088618,1953,North America,continent,NA,NA,NA,NA,2,20.193,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,6-Jul-53,Collector unknown,E-40,NA,NA,23.93333435,135.1990814,852,97.92315674
406,Smithsonian,2298259,Smithsonian_2298259,1959,North America,continent,NA,NA,NA,NA,1,15.499,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,1-Jul-59,"King, R. M.; Feddema, C.",1189,NA,NA,28.38750076,113.0994339,892,111.870636
407,Smithsonian,2298259,Smithsonian_2298259,1959,North America,continent,NA,NA,NA,NA,2,13.743,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,1-Jul-59,"King, R. M.; Feddema, C.",1189,NA,NA,28.38750076,113.0994339,892,111.870636
408,Smithsonian,2298324,Smithsonian_2298324,1959,North America,continent,NA,NA,NA,NA,1,17.972,Mexico,Oaxaca,"Oaxaca: Flat grazed areas 4-5 km. east of Juchitan, along the Pan-American highway (Routes 185 & 190).",16.301905,-95.073845,21.2513,12-Jul-59,"King, R. M.; Feddema, C.",1590,NA,NA,27.50416565,129.271698,948,116.2713776
409,Smithsonian,2397391,Smithsonian_2397391,1958,North America,continent,NA,NA,NA,NA,1,20.009,Mexico,Oaxaca,"Oaxaca: Along highway to Tehuantepec (route 185), 8 kilometers north of Salina Cruz.",16.260055,-95.221395,21.2513,28-Jun-58,"King, R. M.; Feddema, C.",225,NA,NA,28.14583397,112.5420456,872,116.5271225
410,Smithsonian,2449950,Smithsonian_2449950,1964,North America,continent,NA,NA,NA,NA,1,10.368,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,1-Dec-64,"Rzedowski, J.",19232,NA,NA,18.47916603,128.8666992,729,93.82585907
411,Smithsonian,2449950,Smithsonian_2449950,1964,North America,continent,NA,NA,NA,NA,2,13.163,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,1-Dec-64,"Rzedowski, J.",19232,NA,NA,18.47916603,128.8666992,729,93.82585907
412,Smithsonian,2449950,Smithsonian_2449950,1964,North America,continent,NA,NA,NA,NA,3,13.43,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,1-Dec-64,"Rzedowski, J.",19232,NA,NA,18.47916603,128.8666992,729,93.82585907
413,Smithsonian,2513549,Smithsonian_2513549,1965,North America,continent,NA,NA,NA,NA,1,20.442,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,19-Jul-65,"Lathrop, E. W.",5922,NA,NA,28.02499962,109.6792908,840,116.1950455
414,Smithsonian,2513549,Smithsonian_2513549,1965,North America,continent,NA,NA,NA,NA,2,20.814,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,19-Jul-65,"Lathrop, E. W.",5922,NA,NA,28.02499962,109.6792908,840,116.1950455
415,Smithsonian,2641471,Smithsonian_2641471,1963,North America,continent,NA,NA,NA,NA,1,17.968,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,15-Dec-63,"McKee, H. S.",11055,NA,NA,25.82083321,223.8349152,1478,98.88484955
416,Smithsonian,2641471,Smithsonian_2641471,1963,North America,continent,NA,NA,NA,NA,2,18.917,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,15-Dec-63,"McKee, H. S.",11055,NA,NA,25.82083321,223.8349152,1478,98.88484955
417,Smithsonian,2791193,Smithsonian_2791193,1965,North America,continent,NA,NA,NA,NA,1,20.029,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,17-Dec-65,"Delgadillo-m., C.",25,NA,NA,25.69583321,136.6391754,901,116.429245
418,Smithsonian,2791193,Smithsonian_2791193,1965,North America,continent,NA,NA,NA,NA,2,15.521,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,17-Dec-65,"Delgadillo-m., C.",25,NA,NA,25.69583321,136.6391754,901,116.429245
419,Smithsonian,2798512,Smithsonian_2798512,1966,North America,continent,NA,NA,NA,NA,1,13.01,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,2-Feb-66,"Ernst, W. R.",2422,NA,NA,17.6875,123.7689209,756,94.55854034
420,Smithsonian,2798512,Smithsonian_2798512,1966,North America,continent,NA,NA,NA,NA,2,12.796,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,2-Feb-66,"Ernst, W. R.",2422,NA,NA,17.6875,123.7689209,756,94.55854034
421,Smithsonian,2798513,Smithsonian_2798513,1966,North America,continent,NA,NA,NA,NA,1,21.536,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,27-Jul-66,"Schoenwetter, J.",JSOX-124,NA,NA,26.58749962,79.4333725,965,117.2336273
422,Smithsonian,2798513,Smithsonian_2798513,1966,North America,continent,NA,NA,NA,NA,2,17.706,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,27-Jul-66,"Schoenwetter, J.",JSOX-124,NA,NA,26.58749962,79.4333725,965,117.2336273
423,Smithsonian,2840867,Smithsonian_2840867,1937,North America,continent,NA,NA,NA,NA,1,15.589,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,NA,NA,21.80416679,150.9283142,654,93.67951965
424,Smithsonian,2840867,Smithsonian_2840867,1937,North America,continent,NA,NA,NA,NA,2,14.067,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,NA,NA,21.80416679,150.9283142,654,93.67951965
425,Smithsonian,2840867,Smithsonian_2840867,1937,North America,continent,NA,NA,NA,NA,3,11.24,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,NA,NA,21.80416679,150.9283142,654,93.67951965
426,Smithsonian,3149495,Smithsonian_3149495,1966,North America,continent,NA,NA,NA,NA,1,14.001,Mexico,Oaxaca,On road 190 1 mile north of Oaxaca (540 k) hillside near radio tower.,17.248501,-96.755849,21.2513,20-Jun-66,"Windler, D. R.; Snider, J.",967,NA,NA,16.12083435,137.6004944,748,92.52522278
427,Smithsonian,3441151,Smithsonian_3441151,1987,North America,island,other,Socorro I.,NA,NA,1,24.546,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,13-Aug-87,"Campos V., A.; Toriz A., G.",642,NA,NA,20.68333435,218.9887238,490,103.4655075
428,Smithsonian,3441151,Smithsonian_3441151,1987,North America,island,other,Socorro I.,NA,NA,2,22.509,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,13-Aug-87,"Campos V., A.; Toriz A., G.",642,NA,NA,20.68333435,218.9887238,490,103.4655075
429,Smithsonian,3576028,Smithsonian_3576028,1949,North America,continent,NA,NA,NA,NA,1,14.954,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlan toward La Resolana.,19.696061,-104.42191,21.2513,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,NA,NA,21.92916679,196.6013336,1144,113.1096802
430,Smithsonian,3576028,Smithsonian_3576028,1949,North America,continent,NA,NA,NA,NA,2,18.277,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlan toward La Resolana.,19.696061,-104.42191,21.2513,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,NA,NA,21.92916679,196.6013336,1144,113.1096802
431,Smithsonian,3576040,Smithsonian_3576040,1960,North America,continent,NA,NA,NA,NA,1,20.787,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlan.,19.812152,-104.364418,21.2513,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,NA,NA,22.54166603,215.2993011,991,111.6012955
432,Smithsonian,3576040,Smithsonian_3576040,1960,North America,continent,NA,NA,NA,NA,2,19.408,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlan.,19.812152,-104.364418,21.2513,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,NA,NA,22.54166603,215.2993011,991,111.6012955
433,Smithsonian,3672658,Smithsonian_3672658,1913,North America,continent,NA,NA,NA,NA,1,15.813,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,21.2513,23-Nov-13,"Sánchez L., F.",296,NA,NA,27.80833244,130.2241516,959,115.4464951
434,Smithsonian,3677863,Smithsonian_3677863,1914,North America,continent,NA,NA,NA,NA,1,17.297,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,NA,NA,27.80833244,130.2241516,959,115.4464951
435,Smithsonian,3677863,Smithsonian_3677863,1914,North America,continent,NA,NA,NA,NA,2,23.003,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,NA,NA,27.80833244,130.2241516,959,115.4464951
436,Smithsonian,3677863,Smithsonian_3677863,1914,North America,continent,NA,NA,NA,NA,3,15.597,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,NA,NA,27.80833244,130.2241516,959,115.4464951
437,Smithsonian,3723804,Smithsonian_3723804,2007,North America,continent,NA,NA,NA,NA,1,21.213,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,NA,NA,19.80416679,632.8128052,372,101.7688065
438,Smithsonian,3723804,Smithsonian_3723804,2007,North America,continent,NA,NA,NA,NA,2,19.034,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,NA,NA,19.80416679,632.8128052,372,101.7688065
439,Smithsonian,3730141,Smithsonian_3730141,1970,North America,continent,NA,NA,NA,NA,1,11.737,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,10-Feb-70,"Hernández M., R.",651,NA,NA,25.15833282,229.3155212,1481,101.4605865
440,Smithsonian,3730141,Smithsonian_3730141,1970,North America,continent,NA,NA,NA,NA,2,16.24,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,10-Feb-70,"Hernández M., R.",651,NA,NA,25.15833282,229.3155212,1481,101.4605865
441,HUH,09.08.55 7,HUH_09.08.55 7,1985,North America,continent,NA,NA,NA,NA,1,18.268,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,NA,23.05416679,222.2351227,1065,110.4062424
442,HUH,09.08.55 7,HUH_09.08.55 7,1985,North America,continent,NA,NA,NA,NA,2,17.716,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,NA,23.05416679,222.2351227,1065,110.4062424
443,HUH,09.08.55 7,HUH_09.08.55 7,1985,North America,continent,NA,NA,NA,NA,3,13.654,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,NA,23.05416679,222.2351227,1065,110.4062424
444,HUH,09.10.04 20,HUH_09.10.04 20,1884,North America,continent,NA,NA,NA,NA,1,20.759,Mexico,Sonora,sandy plains near boundary,29.40652377,-110.6740587,18.2489,28-Aug,C.G Pringle,42,Used city coordinates,NA,22.1875,619.6080933,433,109.0504303
445,HUH,09.10.04 20,HUH_09.10.04 20,1884,North America,continent,NA,NA,NA,NA,2,16.005,Mexico,Sonora,sandy plains near boundary,29.40652377,-110.6740587,18.2489,28-Aug,C.G Pringle,42,Used city coordinates,NA,22.1875,619.6080933,433,109.0504303
446,HUH,09.10.04 20,HUH_09.10.04 20,1884,North America,continent,NA,NA,NA,NA,3,15.355,Mexico,Sonora,sandy plains near boundary,29.40652377,-110.6740587,18.2489,28-Aug,C.G Pringle,42,Used city coordinates,NA,22.1875,619.6080933,433,109.0504303
447,HUH,09.16.04 77,HUH_09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,NA,NA,1,21.087,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,27-May,F.E Barkelew,200,NA,NA,20.68333435,218.9887238,490,103.4655075
448,HUH,09.16.04 77,HUH_09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,NA,NA,2,17.097,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,27-May,F.E Barkelew,200,NA,NA,20.68333435,218.9887238,490,103.4655075
449,HUH,09.16.04 77,HUH_09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,NA,NA,3,16.272,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,27-May,F.E Barkelew,200,NA,no measurable associated leaf,20.68333435,218.9887238,490,103.4655075
450,Smithsonian,405846,Smithsonian_405846,1901,North America,island,other,Puerto Rico,NA,NA,1,25.229,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2518,19-Jul-01,"Underwood, L. M.; Griggs, R. F.",911,NA,NA,26.17499924,131.3652191,1706,27.53141594
451,Smithsonian,1110164,Smithsonian_1110164,1906,North America,island,other,Puerto Rico,NA,NA,1,18.926,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,3-Apr-06,"Raunkier, C.",1188,NA,NA,26.17499924,131.3652191,1706,27.53141594
452,Smithsonian,1110164,Smithsonian_1110164,1906,North America,island,other,Puerto Rico,NA,NA,2,20.917,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,3-Apr-06,"Raunkier, C.",1188,NA,NA,26.17499924,131.3652191,1706,27.53141594
453,Smithsonian,1475682,Smithsonian_1475682,1914,North America,island,other,Puerto Rico,NA,NA,1,13.029,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2513,3-Dec-14,"Stevenson, J. A.",2392,NA,NA,26.17499924,131.3652191,1706,27.53141594
454,Smithsonian,1475682,Smithsonian_1475682,1914,North America,island,other,Puerto Rico,NA,NA,2,23.021,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2513,3-Dec-14,"Stevenson, J. A.",2392,NA,NA,26.17499924,131.3652191,1706,27.53141594
455,Smithsonian,3191576,Smithsonian_3191576,1991,North America,island,other,Mona I.,NA,NA,1,19.142,Puerto Rico,NA,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,NA,NA,26.20000076,125.4084244,1036,31.78977203
456,HUH,9379,HUH_9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,22.486,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,21.4680118,-71.1398262,18.2528,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,NA,26.5625,161.0353546,715,43.3494072
457,HUH,9379,HUH_9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,20.581,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,21.4680118,-71.1398262,18.2528,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,NA,26.5625,161.0353546,715,43.3494072
458,HUH,11793,HUH_11793,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,21.406,Turks and Caicos Islands (Lucayan Archipelago),NA,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,NA,26.48749924,159.3755493,720,43.14140701
459,HUH,11793,HUH_11793,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,17.753,Turks and Caicos Islands (Lucayan Archipelago),NA,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,no measurable associated leaf where I can obtain more than 1 measurement,26.48749924,159.3755493,720,43.14140701
460,HUH,11861,HUH_11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,15.384,Turks and Caicos Islands (Lucayan Archipelago),NA,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,26-Feb,William T. Gillis,11861,Coordinates for hotel ,NA,26.60416603,158.1492157,712,44.1888504
461,HUH,11861,HUH_11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,15.714,Turks and Caicos Islands (Lucayan Archipelago),NA,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,26-Feb,William T. Gillis,11861,Coordinates for hotel ,NA,26.60416603,158.1492157,712,44.1888504
462,HUH,12273,HUH_12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,23.447,Turks and Caicos Islands (Lucayan Archipelago),NA,Old field in village,21.4680118,-71.1398262,18.2528,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,26.5625,161.0353546,715,43.3494072
463,HUH,12273,HUH_12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,23.483,Turks and Caicos Islands (Lucayan Archipelago),NA,Old field in village,21.4680118,-71.1398262,18.2528,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,26.5625,161.0353546,715,43.3494072
464,HUH,12273,HUH_12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,3,19.79,Turks and Caicos Islands (Lucayan Archipelago),NA,Old field in village,21.4680118,-71.1398262,18.2528,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,26.5625,161.0353546,715,43.3494072
465,HUH,09.18.39 103,HUH_09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,20.682,Turks and Caicos Islands (Lucayan Archipelago),NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,31-Aug,D.S Correll,43355,NA,NA,26.22083282,168.2862396,785,43.46011353
466,HUH,09.18.39 103,HUH_09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,20.908,Turks and Caicos Islands (Lucayan Archipelago),NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,31-Aug,D.S Correll,43355,NA,NA,26.22083282,168.2862396,785,43.46011353
467,HUH,09.18.39 103,HUH_09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,3,22.852,Turks and Caicos Islands (Lucayan Archipelago),NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,31-Aug,D.S Correll,43355,NA,NA,26.22083282,168.2862396,785,43.46011353
468,HUH,09.19.56 116,HUH_09.19.56 116,1954,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,19.384,Turks and Caicos Islands (Lucayan Archipelago),NA,"Between Comissioner's house and airfield, Grand Turk Island",21.4680118,-71.1398262,18.2528,22-Apr,C.B Lewis,NA,"Coordinates for Grand Turk Island, could not find specified location",only flower,26.5625,161.0353546,715,43.3494072
469,Smithsonian,2685423,Smithsonian_2685423,1969,North America,island,other,St. Croix Island,NA,NA,1,16.131,U.S. Virgin Islands,NA,Grape Tree Bay,17.74602,-64.592507,21.2513,21-Jul-69,"Fosberg, F. R.",51388,NA,NA,26.54673195,122.2413635,995.5050659,43.38780212
470,Smithsonian,2685423,Smithsonian_2685423,1969,North America,island,other,St. Croix Island,NA,NA,2,17.803,U.S. Virgin Islands,NA,Grape Tree Bay,17.74602,-64.592507,21.2513,21-Jul-69,"Fosberg, F. R.",51388,NA,NA,26.54673195,122.2413635,995.5050659,43.38780212
471,Smithsonian,3246309,Smithsonian_3246309,1993,North America,island,other,St. Croix Island,NA,NA,1,18.386,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,26.35000038,125.1544495,1110,41.07564545
472,Smithsonian,3246309,Smithsonian_3246309,1993,North America,island,other,St. Croix Island,NA,NA,2,18.75,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,26.35000038,125.1544495,1110,41.07564545
473,Smithsonian,3246309,Smithsonian_3246309,1993,North America,island,other,St. Croix Island,NA,NA,3,18.879,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,26.35000038,125.1544495,1110,41.07564545
474,Smithsonian,3557577,Smithsonian_3557577,1981,North America,island,other,St. Thomas I.,NA,NA,1,19.32,U.S. Virgin Islands,NA,Estate Pearl,18.358232,-65.011702,21.2513,23-Jan-81,"Fosberg, F. R.",60841,NA,NA,25.875,120.6704788,1064,35.95393372
475,Smithsonian,3557577,Smithsonian_3557577,1981,North America,island,other,St. Thomas I.,NA,NA,2,18.439,U.S. Virgin Islands,NA,Estate Pearl,18.358232,-65.011702,21.2513,23-Jan-81,"Fosberg, F. R.",60841,NA,NA,25.875,120.6704788,1064,35.95393372
