ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
456,09.08.55 7,1985,North America,mainland,NA,NA,NA,NA,1,11.053,11,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying",2732,Coordinates for Autlan de Navarro,NA,2.402701884,3.32460524
457,09.08.55 7,1985,North America,mainland,NA,NA,NA,NA,2,10.57,14,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying",2732,Coordinates for Autlan de Navarro,NA,2.3580198,3.251153641
458,09.08.55 7,1985,North America,mainland,NA,NA,NA,NA,3,9.645,11,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying",2732,Coordinates for Autlan de Navarro,NA,2.266439646,3.105640031
459,09.10.04 20,1884,North America,mainland,NA,NA,NA,NA,1,5.097,14,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,NA,leaf at first node,1.628652131,2.257653649
460,09.10.04 20,1884,North America,mainland,NA,NA,NA,NA,2,5.203,12,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,NA,NA,1.649235382,2.281008549
461,09.10.04 20,1884,North America,mainland,NA,NA,NA,NA,3,4.989,14,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,NA,NA,1.607235489,2.233606948
462,09.15.00 64,1874,North America,mainland,NA,NA,NA,NA,1,7.187,14,Mexico,Yucatan,Calotmul ,21.0213646,-88.1784854,18.2528,HUH,NA,G.F Gaumer,NA,NA,NA,1.972273838,2.680858072
463,09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,NA,NA,1,8.815,16,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,NA,leaf at first node- no leaf at second node (stem ends),2.176454816,2.969006568
464,09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,NA,NA,2,8.226,14,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,NA,NA,2.10729987,2.868100417
465,987860,1918,North America,mainland,NA,NA,NA,NA,1,10.272,14,Paraguay,Guaira,"Maiquetia, near La Guaira.",-25.819929,-56.311989,21.2513,Smithsonian,19-Mar-18,"Pittier, H. F.",7762,NA,NA,2.329421747,3.2049961
466,405846,1901,North America,island,other,Puerto Rico,NA,NA,1,9.855,12,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2551,Smithsonian,19-Jul-01,"Underwood, L. M.; Griggs, R. F.",911,NA,NA,2.287978941,3.13926743
467,1110164,1906,North America,island,other,Puerto Rico,NA,NA,1,9.204,16,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,NA,NA,2.219638172,3.033809486
468,1110164,1906,North America,island,other,Puerto Rico,NA,NA,2,10.872,14,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,NA,NA,2.386190677,3.297271599
469,1110164,1906,North America,island,other,Puerto Rico,NA,NA,3,9.738,16,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,NA,1 leaf down the flower,2.276035758,3.12057687
470,1475682,1914,North America,island,other,Puerto Rico,NA,NA,1,5.441,14,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,NA,NA,1.693962868,2.332595121
471,1475682,1914,North America,island,other,Puerto Rico,NA,NA,2,5.11,10,Puerto Rico,NA,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,NA,1 leaf down the flower,1.631199404,2.260530911
472,3191576,1991,North America,island,other,Mona I.,NA,NA,1,6.659,14,Puerto Rico,NA,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,Smithsonian,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,NA,NA,1.895969323,2.580503827
473,3191576,1991,North America,island,other,Mona I.,NA,NA,2,7.996,14,Puerto Rico,NA,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,Smithsonian,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,NA,1 leaf down the flower,2.078941417,2.82771993
474,9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,8.822,15,Turks & Caicos Islands,NA,NA,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,NA,2.177248602,2.970185179
475,9379,1911,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,8.108,14,Turks & Caicos Islands,NA,NA,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,leaf at firs tnode,2.092851229,2.847455004
476,11793,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,7.303,16,Turks & Caicos Islands,NA,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,HUH,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,leaf at third node,1.988285223,2.702406335
477,11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,6.532,14,Turks & Caicos Islands,NA,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel,leaf at first node,1.876713175,2.555777768
478,11861,1973,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,13.323,12,Turks & Caicos Islands,NA,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel,NA,2.589491865,3.650068493
479,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,8.673,20,Turks & Caicos Islands,NA,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,2.160214752,2.944995756
480,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,8.537,18,Turks & Caicos Islands,NA,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,2.144409658,2.921814505
481,12273,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,3,8.86,20,Turks & Caicos Islands,NA,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",NA,Coordinates for Grand Turk Island,NA,2.181546765,2.976575213
482,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,7.527,14,Turks & Caicos Islands,NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,NA,NA,2.018496556,2.743537862
483,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,2,9.702,16,Turks & Caicos Islands,NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,NA,NA,2.27233205,3.114803365
484,09.18.39 103,1974,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,3,10.162,14,Turks & Caicos Islands,NA,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,NA,NA,2.318655273,3.187789203
485,278336,1896,North America,island,other,St. Croix Island,NA,NA,1,9.068,10,U.S. Virgin Islands,NA,Cotton Grove Field,17.732293,-64.636538,21.2518,Smithsonian,10 Jul 1896,"Ricksecker, A. E.",468,NA,NA,2.204751733,3.011312006
486,278336,1896,North America,island,other,St. Croix Island,NA,NA,2,7.476,12,U.S. Virgin Islands,NA,Cotton Grove Field,17.732293,-64.636538,21.2518,Smithsonian,10 Jul 1896,"Ricksecker, A. E.",468,NA,NA,2.01169789,2.734227496
487,425391,1897,North America,island,other,St. Croix Island,NA,NA,1,9.251,10,U.S. Virgin Islands,NA,Southside,17.700478,-64.784451,21.2551,Smithsonian,28 Apr 1897,"Ricksecker, Mrs. J. J.",347,NA,1 leaf down the flower,2.224731654,3.04154566
488,425391,1897,North America,island,other,St. Croix Island,NA,NA,2,8.912,12,U.S. Virgin Islands,NA,Southside,17.700478,-64.784451,21.2551,Smithsonian,28 Apr 1897,"Ricksecker, Mrs. J. J.",347,NA,NA,2.187398683,2.985297305
489,2685423,1969,North America,island,other,St. Croix Island,NA,NA,1,8.64,14,U.S. Virgin Islands,NA,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,NA,NA,2.156402583,2.939387691
490,2685423,1969,North America,island,other,St. Croix Island,NA,NA,2,6.061,15,U.S. Virgin Islands,NA,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,NA,NA,1.801874803,2.461909828
491,2685423,1969,North America,island,other,St. Croix Island,NA,NA,3,6.069,15,U.S. Virgin Islands,NA,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,NA,NA,1.803193847,2.463534047
492,3246309,1993,North America,island,other,St. Croix,NA,NA,1,7.909,14,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,2.068001352,2.812294437
493,3246309,1993,North America,island,other,St. Croix,NA,NA,2,11.369,16,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,2.430890353,3.371794774
494,3246309,1993,North America,island,other,St. Croix,NA,NA,3,9.817,16,U.S. Virgin Islands,NA,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,NA,NA,2.284115577,3.133209217
495,3557577,1981,North America,island,other,St. Thomas I.,NA,NA,1,8.019,14,U.S. Virgin Islands,NA,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,NA,NA,2.081813726,2.83178389
496,3557577,1981,North America,island,other,St. Thomas I.,NA,NA,2,7.174,14,U.S. Virgin Islands,NA,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,NA,NA,1.970463379,2.678432377
497,138,1865,North America,island,other,Hawaiian Islands,NA,NA,1,19.637,16,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,NA,Dr. Hillebrand,138,NA,leaf at first node,2.977415542,4.431365478
498,415,NA,North America,island,other,Florida Keys,NA,NA,1,10.369,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,NA,NA,2.338820586,3.220093166
499,415,NA,North America,island,other,Florida Keys,NA,NA,2,10.174,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,NA,NA,2.319835446,3.189670829
500,415,NA,North America,island,other,Florida Keys,NA,NA,3,6.815,14,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,NA,NA,1.919126065,2.610555496
501,468,1896,North America,island,other,Virgin Islands,NA,NA,1,7.04,12,United States,NA,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,NA,NA,1.95160817,2.653299832
502,468,1896,North America,island,other,Virgin Islands,NA,NA,2,7.059,12,United States,NA,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,NA,leaf at first node,1.954303398,2.656877867
503,627,1851,North America,island,other,Hawaiian Islands,NA,NA,1,14.677,15,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,NA,M.J Remy,NA,NA,leaf at first node,2.686281643,3.831057295
504,697,1965,North America,island,other,Virgin Islands,NA,NA,1,13.598,13,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,leaf at first node,2.609922723,3.68754661
505,697,1965,North America,island,other,Virgin Islands,NA,NA,2,11.518,14,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,leaf at first node,2.443911029,3.393817909
506,697,1965,North America,island,other,Virgin Islands,NA,NA,3,11.944,12,United States,NA,"Tortola Island, plentiful in low sandy location",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,NA,NA,2.48022906,3.456009259
507,1522,1902,North America,mainland,NA,NA,NA,NA,1,9.65,11,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,leaf at first node,2.266957915,3.106444913
508,1522,1902,North America,mainland,NA,NA,NA,NA,2,13.839,12,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,leaf at first node,2.627490693,3.720080644
509,1522,1902,North America,mainland,NA,NA,NA,NA,3,9.391,7,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,NA,NA,2.239751784,3.064473854
510,3900,1990,North America,mainland,NA,NA,NA,NA,1,9.254,16,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,NA,NA,leaf at first node,2.22505589,3.04203879
511,3900,1990,North America,mainland,NA,NA,NA,NA,2,7.373,15,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,NA,NA,leaf at first node,1.997824679,2.715326868
512,4716,NA,North America,island,other,Florida Keys,NA,NA,1,17.656,16,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,NA,NA,4716,Coordinates for Jewfish Key,leaf at first node,2.871075669,4.20190433
513,4716,NA,North America,island,other,Florida Keys,NA,NA,2,14.407,18,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,NA,NA,4716,Coordinates for Jewfish Key,NA,2.6677142,3.795655411
514,5654,1896,North America,island,other,Florida Keys,NA,NA,1,10.266,14,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,NA,leaf at first node,2.328837464,3.204059925
515,5654,1896,North America,island,other,Florida Keys,NA,NA,2,13.087,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,NA,NA,2.571619371,3.617595887
516,6600,1969,North America,island,other,NA,NA,NA,1,7.154,14,United States,Florida,"Under casuarina trees, Blind Pass Western Sanibel",26.4820844,-82.1813293,18.2528,HUH,28-Jan,W.C Brumbach,6600,NA,NA,1.967671641,2.674696244
517,10414,1936,North America,island,other,Hawaiian Islands,NA,NA,1,16.955,16,United States,Hawaii,"Lahilahi, the Island of Oʻahu, sand dunes",NA,NA,18.2528,HUH,23-Feb,"Otto Degener, M. Tahamoto, G. Shigewca",10414,"Unclear about location, is it Mauna Lahilahi trail, or there is also Lahilahi street/place etc",leaf at first node,2.830562776,4.117644958
518,14149,1881,North America,island,other,Ten thousand islands,NA,NA,1,10.01,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,NA,2.303584593,3.163858404
519,14149,1881,North America,island,other,Ten thousand islands,NA,NA,2,12.707,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,1 leaf down the flower,2.542153023,3.564687925
520,14149,1881,North America,island,other,Ten thousand islands,NA,NA,3,9.617,14,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2518,Smithsonian,May 1881,"Curtiss, A. H.",215,NA,NA,2.263532366,3.101128827
521,28603,1948,North America,mainland,NA,NA,NA,NA,1,8.299,12,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,leaf at third node,2.116135026,2.8807985
522,28603,1948,North America,mainland,NA,NA,NA,NA,2,8.996,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,NA,2.196780034,2.999333259
523,28603,1948,North America,mainland,NA,NA,NA,NA,3,9,14,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,NA,Delzie Demaree,28603,NA,leaf at first node,2.197224577,3
524,44931,1955,North America,island,other,Florida Keys,NA,NA,1,7.707,18,United States,Florida,Spanish Harbor Key Island Beach (beach unspecified),24.6519996,-81.307,18.2528,HUH,1-Apr,E.P Killip,44931,NA,NA,2.042129007,2.776148411
525,280665,1896,North America,island,other,Key West,NA,NA,1,10.528,16,United States,Florida,Southern United States. Waste places in Key West.,24.555791,-81.784124,21.2518,Smithsonian,9 May 1896,"Curtiss, A. H.",5654,NA,NA,2.354038375,3.244687967
526,431828,1902,North America,mainland,NA,NA,NA,NA,1,11.963,11,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,1 leaf down the flower,2.481818553,3.458757002
527,431828,1902,North America,mainland,NA,NA,NA,NA,2,10.824,10,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,1 leaf down the flower,2.381765891,3.289984802
528,431828,1902,North America,mainland,NA,NA,NA,NA,3,11.37,12,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2551,Smithsonian,15-Aug-02,"Harper, R. M.",1522,NA,NA,2.430978308,3.37194306
529,773709,1872,North America,mainland,NA,NA,NA,NA,1,9.754,16,United States,Florida,Pensacola.,30.449222,-87.193444,21.2426,Smithsonian,4 Jul 1872,"Mohr, C. T. (herbarium)",s.n.,NA,NA,2.277677457,3.123139446
530,965923,1917,North America,mainland,NA,NA,NA,NA,1,21.031,15,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,3.04599754,4.585956825
531,965923,1917,North America,mainland,NA,NA,NA,NA,2,22.048,16,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,3.093221895,4.695529789
532,965923,1917,North America,mainland,NA,NA,NA,NA,3,15.942,12,United States,Florida,Apalachicola.,29.727137,-84.993674,21.2513,Smithsonian,NA,ex herb. Biltmore,4716,NA,NA,2.768957136,3.992743418
533,1567251,1930,North America,island,other,Key West,NA,NA,1,8.04,16,United States,Florida,"In dry sandy soil along roadside, Key West, Monroe Co., Fla.",24.555551,-81.782987,21.2513,Smithsonian,19-Mar-30,"Moldenke, H. N.",792,NA,NA,2.084429083,2.835489376
534,1991161,1949,North America,island,other,O`ahu,NA,NA,1,14.053,16,United States,Hawaii,"Kawaihapai, Oahu, near coast",21.570721,-158.182269,21.2513,Smithsonian,1-Jan-49,"Degener, O.; Clay, H. F.; Popenoe, J.",19360,NA,NA,2.642835896,3.748733119
535,1993665,1947,North America,island,other,O`ahu,NA,NA,1,10.466,18,United States,Hawaii,"Makaha Beach, Waianae District",21.476827,-158.22072,21.2513,Smithsonian,6-Apr-47,"Alexander, A. M.; Kellogg, L.",5299,NA,NA,2.348131908,3.235119781
536,2053670,1951,North America,island,other,Key West,NA,NA,1,11.508,18,United States,Florida,"The Florida Keys. Along Simonton St., toward South beach. Monroe Co.: Key West.",24.55406,-81.799527,21.2513,Smithsonian,17-Nov-51,"Killip, E. P.",41403,NA,NA,2.443042446,3.392344322
537,2112981,1955,North America,island,other,West summerland key,NA,NA,1,6.545,14,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,NA,NA,1.878701399,2.558319761
538,2112981,1955,North America,island,other,West summerland key,NA,NA,2,8.571,16,United States,Florida,The Florida Keys. Monroe Co.: Spanish Harbor Key.,24.652039,-81.307057,21.2513,Smithsonian,1-Apr-55,"Killip, E. P.",44931,NA,1 leaf down the flower,2.148384412,2.927627025
539,2511417,1966,North America,mainland,NA,NA,NA,NA,1,10.418,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,2.343535079,3.227692674
540,2511417,1966,North America,mainland,NA,NA,NA,NA,2,7.536,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,2.019691537,2.74517759
541,2511417,1966,North America,mainland,NA,NA,NA,NA,3,10.921,14,United States,Florida,"Beside US A1A ca. 8 mi. S. of Cocoa Beach, Brevard County.",28.338706,-80.636882,21.2513,Smithsonian,17-Apr-66,"Burch, D.",634,NA,NA,2.390687541,3.304693632
542,2749939,1972,North America,island,other,Sanibel & Captiva Islands,NA,NA,1,10.5,16,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,NA,NA,2.351375257,3.240370349
543,2749939,1972,North America,island,other,Sanibel & Captiva Islands,NA,NA,2,8.737,14,United States,Florida,Sanibel & Captiva Islands. Lee County. Middle Captiva.,26.472236,-82.164792,21.2513,Smithsonian,22-Jan-72,"Brumbach, W. C.",7825,NA,NA,2.167566881,2.955841674
544,2875821,1959,North America,island,other,Kure Atoll,NA,NA,1,15.74,18,United States,Hawaii,NA,28.391878,-178.294272,21.2513,Smithsonian,3 Oct 1959 to 9 Oct 1959,"Clay, H. F.",s.n.,NA,NA,2.756205243,3.967366885
545,0-2177754,1964,North America,island,other,Florida Keys,NA,NA,1,7.36,15,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,NA,NA,leaf at first node (no other option),1.996059933,2.712931993
546,0-2177754,1964,North America,island,other,Florida Keys,NA,NA,2,5.379,NA,United States,Florida,Big Pine Key,24.6881441,-81.3649394,18.2528,HUH,16-Apr,Frank Craighead,NA,NA,can't confirm number of leaflets,1.682502483,2.319267126
547,0-2177756,1956,North America,mainland,NA,NA,NA,NA,1,7.514,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,NA,2.016767947,2.741167634
548,0-2177756,1956,North America,mainland,NA,NA,NA,NA,2,6.479,16,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,leaf at first node,1.868566177,2.545387986
549,0-2177756,1956,North America,mainland,NA,NA,NA,NA,3,9.319,14,United States,Florida,Jupiter Island,27.034399,-80.1087184,18.2528,HUH,27-Jul,"George Cooley, Erdman West, Tom Daggy",4776,NA,NA,2.232055327,3.05270372
550,0-2177758,1877,North America,island,other,Florida Keys,NA,NA,1,5.453,16,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,Jan,"Legit, A.P. Garber, M.D., Columbia, Penna.  ",NA,NA,NA,1.696165916,2.335165947
551,0-2177760,1972,North America,island,other,Captiva Islands,NA,NA,1,7.725,NA,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",can't confirm number of leaflets,2.044461823,2.779388422
552,0-2177760,1972,North America,island,other,Captiva Islands,NA,NA,2,9.36,16,United States,Florida,"Adjacent to upper gulf beach, Middle Captiva",26.5275777,-82.1948171,18.2528,HUH,22-Jan,W.C Brumbach,7825,"Coordinates for captiva island, couldn't find gulf beach",leaf at first node,2.23644529,3.059411708
553,0-2177761,1965,North America,mainland,NA,NA,NA,NA,1,8.296,14,United States,Florida,In sand 8 miles S of Cocoa Beach,28.328635,-80.6246245,18.2528,HUH,17-Apr,D. Burch,634,Coordinates for Cocoa Beach,leaf at first node,2.115773471,2.880277764
554,0-2177762,1964,North America,mainland,NA,NA,NA,NA,1,8.888,15,United States,Florida,"Melbourne Beach, north side of the park area",28.0655625,-80.5601205,18.2528,HUH,7-Jun,O. Lakela,27207,NA,NA,2.184702052,2.981274895
555,0-2177763,1962,North America,mainland,NA,NA,NA,NA,1,5.944,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,NA,NA,1.782382307,2.438031993
556,0-2177763,1962,North America,mainland,NA,NA,NA,NA,2,7.975,14,United States,Florida,On US 1 highway shoulder S of Vero Beach City,27.6451941,-80.3968811,18.2528,HUH,29-Sep,O. Lakela,25403,NA,NA,2.076311649,2.824004249
557,0-2177764,1962,North America,mainland,NA,NA,NA,NA,1,11.293,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,leaf at first node,2.424183065,3.360505914
558,0-2177764,1962,North America,mainland,NA,NA,NA,NA,2,11.291,16,United States,Florida,Sandy road border off of US 1 in vicinity of Fort Pierce,27.4293936,-80.3395589,18.2528,HUH,5-May,O. Lakela,25061,Coordinates for Ft. Pierce,NA,2.424005948,3.360208327
559,0-2177771,1974,North America,mainland,NA,NA,NA,NA,1,6.284,12,United States,Florida,Sandy soil of beach in Bricknell Hammock,25.7592863,-80.1941107,18.2528,HUH,28-Nov,Karen Vison,NA,NA,leaf at first node,1.83800672,2.506790777
560,09.30.30 218,1895,North America,island,other,Hawaiian Islands,NA,NA,1,13.652,16,United States,Hawaii,"Diamond Head, the Island of Oʻahu",21.2619826,-157.8059987,18.2528,HUH,28-Mar,A.A Heller,NA,NA,NA,2.613886031,3.694861296
